rowid,loan_range,business_name,address,city,state,zip,naics_code,naics_desc,business_type,race_ethnicity,gender,veteran,non_profit,jobs_reported,date_approved,lender,min_value,max_value
103,b $2-5 million,"BOYS & GIRLS CLUBS OF THE VALLEY, INC.","4309 E Belleview Street, Bldg 4",PHOENIX,AZ,85008,624110,Child and Youth Services,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,413,2020-04-13,Enterprise Bank & Trust,2000000,5000000
104,b $2-5 million,"BREWER ENTERPRISES, INC.",1911 W PARKSIDE LN,PHOENIX,AZ,85027,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Corporation,Unanswered,Unanswered,Unanswered,,289,2020-04-06,Enterprise Bank & Trust,2000000,5000000
105,b $2-5 million,"BROOKLINE COLLEGE, LLC",2445 W DUNLAP AVE SUITE 100,PHOENIX,AZ,85021,611310,"Colleges, Universities, and Professional Schools",Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,373,2020-04-28,BBVA USA,2000000,5000000
106,b $2-5 million,BROOKLYN BEDDING LLC,4455 West Camelback Road,PHOENIX,AZ,85031,337910,Mattress Manufacturing,Subchapter S Corporation,White,Male Owned,Non-Veteran,,227,2020-04-13,"Zions Bank, A Division of",2000000,5000000
107,b $2-5 million,BUESING CORP.,3045 S. 7TH ST,PHOENIX,AZ,85040,541330,Engineering Services,Corporation,Unanswered,Unanswered,Unanswered,,248,2020-04-10,Western Alliance Bank,2000000,5000000
108,b $2-5 million,"BUNNEY'S, INC.",14521 N 115th Ave,EL MIRAGE,AZ,85335,237310,"Highway, Street, and Bridge Construction",Corporation,Unanswered,Unanswered,Unanswered,,147,2020-04-14,"Alerus Financial, National Association",2000000,5000000
109,b $2-5 million,"C & W MOTORS, INC.",2677 E. Willis Rd. 0.0,CHANDLER,AZ,85286,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,280,2020-04-09,"JPMorgan Chase Bank, National Association",2000000,5000000
110,b $2-5 million,"CACTUS TRANSPORT HOLDINGS, INC.",8211 N Sherman St,TOLLESON,AZ,85353,237990,Other Heavy and Civil Engineering Construction,Corporation,White,Male Owned,Non-Veteran,,218,2020-04-09,Great Western Bank,2000000,5000000
111,b $2-5 million,"CANARY DRILLING SERVICES, LLC","17207 N. Perimeter Drive, #120",SCOTTSDALE,AZ,85255,213112,Support Activities for Oil and Gas Operations,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,172,2020-04-09,International Bank of Commerce,2000000,5000000
112,b $2-5 million,CARETAKER INC,741 N MONTEREY ST,GILBERT,AZ,85233,541320,Landscape Architectural Services,Corporation,Unanswered,Female Owned,Non-Veteran,,250,2020-04-04,"BOKF, National Association",2000000,5000000
113,b $2-5 million,"CARPENTER, HAZLEWOOD, DELGADO & BOLEN, LLP",1400 E. Southern Avenue Suite 400,TEMPE,AZ,85282,541110,Offices of Lawyers,Limited Liability Partnership,White,Male Owned,Non-Veteran,,94,2020-04-10,"Zions Bank, A Division of",2000000,5000000
114,b $2-5 million,CASA DE LA LUZ LLC,7740 N Oracle Rd,TUCSON,AZ,85704,621610,Home Health Care Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,256,2020-04-14,"Zions Bank, A Division of",2000000,5000000
115,b $2-5 million,CASA DE LOS NINOS,1120 N 5th Ave,TUCSON,AZ,85705,624110,Child and Youth Services,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,243,2020-04-28,Western Alliance Bank,2000000,5000000
116,b $2-5 million,"CASSAVANT MACHINING, INC.",3641 E LA SALLE ST,PHOENIX,AZ,85040,332439,Other Metal Container Manufacturing,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,249,2020-04-14,"BOKF, National Association",2000000,5000000
117,b $2-5 million,CATHOLIC CHARTIES COMMUNITY SERVICES INC,4747 N 7th Ave,PHOENIX,AZ,85013,813110,Religious Organizations,Corporation,Unanswered,Unanswered,Unanswered,,200,2020-04-07,"Zions Bank, A Division of",2000000,5000000
118,b $2-5 million,"CATHOLIC COMMUNITY SERVICES OF SOUTHERN ARIZONA, INC","140 W. Speedway Blvd, Suite 230",TUCSON,AZ,85705,624190,Other Individual and Family Services,Professional Association,Unanswered,Unanswered,Unanswered,,463,2020-04-11,Western Alliance Bank,2000000,5000000
119,b $2-5 million,CDBK LIMITED LLC,7020 N 55th Ave,GLENDALE,AZ,85301,561720,Janitorial Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,2020-05-08,"Bank of America, National Association",2000000,5000000
120,b $2-5 million,CEH AUTOMOTIVE CORP,1250 S GILBERT RD,CHANDLER,AZ,85286,441110,New Car Dealers,Corporation,Unanswered,Unanswered,Unanswered,,226,2020-04-14,"Bank of America, National Association",2000000,5000000
121,b $2-5 million,CENTER FOR BIOLOGICAL DIVERSITY,378 N Main Avenue,TUCSON,AZ,85701,813312,"Environment, Conservation and Wildlife Organizations",Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,182,2020-04-27,Beneficial State Bank,2000000,5000000
122,b $2-5 million,"CHASSE BUILDING TEAM, INC.",230 S. Siesta Lane,TEMPE,AZ,85281,236220,Commercial and Institutional Building Construction,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,2020-04-05,"UMB Bank, National Association",2000000,5000000
123,b $2-5 million,CHILD CRISIS ARIZONA,817 N COUNTRY CLUB DR,MESA,AZ,85201,624110,Child and Youth Services,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,256,2020-04-10,Enterprise Bank & Trust,2000000,5000000
124,b $2-5 million,"CHIPTON-ROSS, INC.","3370 N. HAYDEN ROAD, SUITE 123-510",SCOTTSDALE,AZ,85251,238190,"Other Foundation, Structure, and Building Exterior Contractors",Corporation,Unanswered,Unanswered,Unanswered,,268,2020-04-13,"Bank of America, National Association",2000000,5000000
125,b $2-5 million,"CHIRICAHUA COMMUNITY HEALTH CENTERS, INC.",1205 F Avenue,DOUGLAS,AZ,85607,813219,Other Grantmaking and Giving Services,Corporation,Unanswered,Unanswered,Unanswered,,367,2020-04-27,American Southwest CU,2000000,5000000
126,b $2-5 million,"CHRIST'S CHURCH OF THE VALLEY, INC,",7007 W Happy Valley Rd,PEORIA,AZ,85383,813110,Religious Organizations,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,441,2020-04-08,MidFirst Bank,2000000,5000000
127,b $2-5 million,"CHRISTIAN CARE MANAGEMENT, INC","2400 W Dunlap Ave., Suite 250",PHOENIX,AZ,85021,623311,Continuing Care Retirement Communities,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,500,2020-04-29,"Zions Bank, A Division of",2000000,5000000
128,b $2-5 million,CIVIL SEARCH INTERNATIONAL LLC,8655 VIA DE VENTURA E175,SCOTTSDALE,AZ,85258,561320,Temporary Help Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,150,2020-04-13,"Sunflower Bank, National Association",2000000,5000000
129,b $2-5 million,CLAIRVOYANT LLC,6185 W Detroit St,CHANDLER,AZ,85295,541511,Custom Computer Programming Services,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,136,2020-04-09,MidFirst Bank,2000000,5000000
130,b $2-5 million,CLIFF CASTLE CASINO HOTEL,555 MIDDLE VERDE RD,CAMP VERDE,AZ,86322,721120,Casino Hotels,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,418,2020-04-30,"BOKF, National Association",2000000,5000000
131,b $2-5 million,"CLIN-PATH ASSOCIATES, PLC",1255 W. Washington Street,TEMPE,AZ,85281,621111,Offices of Physicians (except Mental Health Specialists),Corporation,Unanswered,Unanswered,Unanswered,,155,2020-05-01,"JPMorgan Chase Bank, National Association",2000000,5000000
132,b $2-5 million,"COAL BRICK OVEN PIZZERIA HOUSTON, INC",15005 N Northsight Blvd.,SCOTTSDALE,AZ,85260,722511,Full-Service Restaurants,Corporation,Unanswered,Unanswered,Unanswered,,500,2020-04-05,Western Alliance Bank,2000000,5000000
133,b $2-5 million,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 S Hospital Dr,GLOBE,AZ,85501,622110,General Medical and Surgical Hospitals,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,385,2020-04-09,Great Western Bank,2000000,5000000
134,b $2-5 million,"CODAC HEALTH, RECOVERY &AMP; WELLNESS, INC.",1650 E Fort Lowell Rd Ste 202,TUCSON,AZ,85719,621498,All Other Outpatient Care Centers,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,297,2020-05-01,"JPMorgan Chase Bank, National Association",2000000,5000000
135,b $2-5 million,COLEMAN FAMILY FREIGHT LOGISTICS LLC,THUNDERBIRD RD 3231 W Thunderbird Rd,PHOENIX,AZ,85053,484110,"General Freight Trucking, Local",Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,114,2020-06-16,"Newtek Small Business Finance, Inc.",2000000,5000000
136,b $2-5 million,COLORADO RIVER INDIAN TRIBES BLUEWATER RESORT & CASINO,11300 Resort Dr,PARKER,AZ,85344,561599,All Other Travel Arrangement and Reservation Services,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,400,2020-04-28,"Zions Bank, A Division of",2000000,5000000
137,b $2-5 million,COMMUNITY ASSET MANAGEMENT LLC,3205 Lakeside Village Dr.,PRESCOTT,AZ,86301,541611,Administrative Management and General Management Consulting Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,250,2020-04-04,Western Alliance Bank,2000000,5000000
138,b $2-5 million,COMMUNITY HOSPITAL ASSOCIATION INC. DBA WICKENBURG COMMUNITY,520 Rose Lane,WICKENBURG,AZ,85390,622110,General Medical and Surgical Hospitals,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,286,2020-04-14,"Zions Bank, A Division of",2000000,5000000
139,b $2-5 million,"COMMUNITY INTERVENTION ASSOCIATES, INC.","2851 S AVENUE B, BLDG 4",YUMA,AZ,85364,621399,Offices of All Other Miscellaneous Health Practitioners,Corporation,Unanswered,Unanswered,Unanswered,,338,2020-04-13,1st Bank Yuma,2000000,5000000
140,b $2-5 million,"COMPASS EQUIPMENT HOLDINGS, LLC",348 W Cullumber Ave,GILBERT,AZ,85233,238910,Site Preparation Contractors,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,88,2020-04-06,Horizon Community Bank,2000000,5000000
141,b $2-5 million,CONCENTRIC HEALTHCARE SOLUTIONS LLC,4250 N DRINKWATER BLVD STE 100,SCOTTSDALE,AZ,85251,561311,Employment Placement Agencies,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,294,2020-05-01,"JPMorgan Chase Bank, National Association",2000000,5000000
142,b $2-5 million,"CONSULTANT ENGINEERING, INC.",10625 N 25th Ave 200,PHOENIX,AZ,85029,541330,Engineering Services,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,139,2020-04-08,Arizona Bank & Trust,2000000,5000000
143,b $2-5 million,CONTRACTED DRIVER SERVICES INC,13817 W Van Buren St,GOODYEAR,AZ,85338,561311,Employment Placement Agencies,Corporation,White,Male Owned,Non-Veteran,,500,2020-04-09,"Zions Bank, A Division of",2000000,5000000
144,b $2-5 million,COPE COMMUNITY SERVICES INC,1477 W Commerce Court,TUCSON,AZ,85746,621420,Outpatient Mental Health and Substance Abuse Centers,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,356,2020-04-11,"Zions Bank, A Division of",2000000,5000000
145,b $2-5 million,COURTESY CHEVROLET,1233 E CAMELBACK RD,PHOENIX,AZ,85014,441110,New Car Dealers,Corporation,Unanswered,Unanswered,Unanswered,,317,2020-04-16,"Bank of America, National Association",2000000,5000000
146,b $2-5 million,"CREST INSURANCE GROUP, LLC",1418 S MILLER CREEK PL,TUCSON,AZ,85748,524210,Insurance Agencies and Brokerages,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,145,2020-04-04,"Lake Forest Bank & Trust Company, National Association",2000000,5000000
147,b $2-5 million,"CRISIS PREPARATION AND RECOVERY, INC.",1400 E SOUTHERN AVE STE 735,TEMPE,AZ,85282,621420,Outpatient Mental Health and Substance Abuse Centers,Corporation,White,Male Owned,Non-Veteran,,282,2020-04-12,Pacific Premier Bank,2000000,5000000
148,b $2-5 million,"CROSSFIT, INC",3218 Lakeside Village,PRESCOTT,AZ,86301,812990,All Other Personal Services,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,79,2020-04-10,BBVA USA,2000000,5000000
149,b $2-5 million,"CRUISE AMERICA, INC.",11 W HAMPTON AVE,MESA,AZ,85210,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,194,2020-04-10,Johnson Bank,2000000,5000000
150,b $2-5 million,"CTI, INC.",11105 N Casa Grande Hwy,RILLITO,AZ,85654,484121,"General Freight Trucking, Long-Distance, Truckload",Corporation,Unanswered,Unanswered,Unanswered,,223,2020-04-28,BBVA USA,2000000,5000000
151,b $2-5 million,CUBEX LLC,1048 N 44TH ST STE 100,PHOENIX,AZ,85008,519190,All Other Information Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,135,2020-04-11,First Bank of the Lake,2000000,5000000
152,b $2-5 million,CUTTER HOLDINGS CO.,2802 E Old Tower Road,PHOENIX,AZ,85034,488119,Other Airport Operations,Corporation,Unanswered,Unanswered,Unanswered,,245,2020-04-06,Western Alliance Bank,2000000,5000000
153,b $2-5 million,"CWIE HOLDING COMPANY, INC.",2353 W UNIVERSITY DR,TEMPE,AZ,85281,551112,Offices of Other Holding Companies,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,144,2020-04-12,"BOKF, National Association",2000000,5000000
154,b $2-5 million,"CYBERSCOUT, LLC",7580 N Dobson Rd Suite 201 0.0,SCOTTSDALE,AZ,85256,541990,"All Other Professional, Scientific, and Technical Services",Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,104,2020-04-10,"JPMorgan Chase Bank, National Association",2000000,5000000
155,b $2-5 million,"D. P. ELECTRIC, INC.",2210 S ROOSEVELT ST,TEMPE,AZ,85282,238210,Electrical Contractors and Other Wiring Installation Contractors,Corporation,Hispanic,Male Owned,Non-Veteran,,297,2020-04-06,BBVA USA,2000000,5000000
156,b $2-5 million,"D.B. CHAMBERLIN & ASSOCIATES, L.L.C.",2712 N 7TH ST,PHOENIX,AZ,85006,531311,Residential Property Managers,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,255,2020-04-13,"JPMorgan Chase Bank, National Association",2000000,5000000
157,b $2-5 million,"DATEPAC, LLC",2575 East 23rd Lane,YUMA,AZ,85365,115114,Postharvest Crop Activities (except Cotton Ginning),Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,2020-04-27,"Farm Credit West, PCA",2000000,5000000
158,b $2-5 million,"DBSI, INC",6950 West Morelos Plaza,CHANDLER,AZ,85226,238990,All Other Specialty Trade Contractors,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,2020-04-07,Bankers Trust Company,2000000,5000000
159,b $2-5 million,DDO-UTAH LLC,3845 Stockton Hill Rd,KINGMAN,AZ,86409,722513,Limited-Service Restaurants,Limited Liability Partnership,White,Female Owned,Non-Veteran,,500,2020-04-08,The Huntington National Bank,2000000,5000000
160,b $2-5 million,DDO1-TEXAS LLC,3845 Stockton Hill Rd,KINGMAN,AZ,86409,722513,Limited-Service Restaurants,Subchapter S Corporation,White,Female Owned,Non-Veteran,,500,2020-04-08,The Huntington National Bank,2000000,5000000
161,b $2-5 million,DEK INDUSTRIAL SERVICES,"2005 West 14th Street,134",TEMPE,AZ,85281,561312,Executive Search Services,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,330,2020-04-30,Customers Bank,2000000,5000000
162,b $2-5 million,"DEPCOM POWER, INC.","9185 E Pima Center Parkway, Suite 100",SCOTTSDALE,AZ,85258,237130,Power and Communication Line and Related Structures Construction,,Unanswered,Unanswered,Unanswered,,126,2020-05-03,Fifth Third Bank,2000000,5000000
163,b $2-5 million,"DESERT READY MIX, LLC.",4011 E PRESIDIO ST,MESA,AZ,85215,327320,Ready-Mix Concrete Manufacturing,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,169,2020-04-06,"BOKF, National Association",2000000,5000000
164,b $2-5 million,DIAS MANAGEMENT INC,6422 E Speedway Blvd Ste 124,TUCSON,AZ,85710,722513,Limited-Service Restaurants,Subchapter S Corporation,White,Female Owned,Non-Veteran,,500,2020-04-09,The Huntington National Bank,2000000,5000000
165,b $2-5 million,DINE COLLEGE,1 CIRCLE DRIVE BOX C-12,TSAILE,AZ,86556,611310,"Colleges, Universities, and Professional Schools",Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,2020-05-03,"Wells Fargo Bank, National Association",2000000,5000000
166,b $2-5 million,"DIOCESAN COUNCIL FOR THE SOCIETY OF ST. VINCENT DE PAUL, DIO",420 W WATKINS RD,PHOENIX,AZ,85003,813410,Civic and Social Organizations,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,294,2020-04-13,Arizona Bank & Trust,2000000,5000000
167,b $2-5 million,DIVERSIFIED ROOFING CORPORATION,2015 W MOUNTAIN VIEW RD,PHOENIX,AZ,85021,238160,Roofing Contractors,Corporation,White,Male Owned,Non-Veteran,,218,2020-04-03,"BOKF, National Association",2000000,5000000
168,b $2-5 million,"DLC RESOURCES, INC",3229 W Mohave St.,PHOENIX,AZ,85009,561730,Landscaping Services,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,249,2020-04-05,"BOKF, National Association",2000000,5000000
169,b $2-5 million,DON SANDERSON FORD INC,6400 N 51ST AVE,GLENDALE,AZ,85301,441110,New Car Dealers,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,471,2020-04-11,MidFirst Bank,2000000,5000000
170,b $2-5 million,DOUGHNUT PEDDLER LLC,450 N MCCLINTOCK DR,CHANDLER,AZ,85226,311812,Commercial Bakeries,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,500,2020-04-08,First Western Trust Bank,2000000,5000000
171,b $2-5 million,"DRIGGS TITLE AGENCY, INC",9784 W YEARLING RD,PEORIA,AZ,85383,541191,Title Abstract and Settlement Offices,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,230,2020-05-04,First Western Trust Bank,2000000,5000000
172,b $2-5 million,"DRIGGS TITLE AGENCY, INC.",8787 E Pinnacle Peak Rd Ste 14,SCOTTSDALE,AZ,85255,524127,Direct Title Insurance Carriers,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,230,2020-05-01,"JPMorgan Chase Bank, National Association",2000000,5000000
173,b $2-5 million,"DUNCAN FAMILY FARMS, LLC",18969 W Mcdowell Rd.,BUCKEYE,AZ,85396,111998,All Other Miscellaneous Crop Farming,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,348,2020-04-10,BNC National Bank,2000000,5000000
174,b $2-5 million,DUNCAN TRUCKING COMPANY,23860 W HWY 85,BUCKEYE,AZ,85326,484121,"General Freight Trucking, Long-Distance, Truckload",Corporation,Unanswered,Unanswered,Unanswered,,386,2020-04-09,"Zions Bank, A Division of",2000000,5000000
175,b $2-5 million,DWW AZ INC,7875 E. FRANK LLOYD WRIGHT BLVD,SCOTTSDALE,AZ,85260,441110,New Car Dealers,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,133,2020-04-14,Comerica Bank,2000000,5000000
176,b $2-5 million,"DWW AZ, II, INC",7701 EFRANK LLOYD WRIGHT BLVD,SCOTTSDALE,AZ,85260,441110,New Car Dealers,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,177,2020-04-14,Comerica Bank,2000000,5000000
177,b $2-5 million,"E3 SOLUTIONS, LLC",4710 FALCON DR,MESA,AZ,85215,237110,Water and Sewer Line and Related Structures Construction,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,331,2020-04-29,BancorpSouth Bank,2000000,5000000
178,b $2-5 million,EAGLE PRODUCE LLC,7332 E Butherus Dr STE 200,SCOTTSDALE,AZ,85260,111219,Other Vegetable (except Potato) and Melon Farming,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,486,2020-04-09,"JPMorgan Chase Bank, National Association",2000000,5000000
179,b $2-5 million,"EDUPOINT EDUCATIONAL SYSTEMS, LLC",1955 S VAL VISTA DR,MESA,AZ,85204,443142,Electronics Stores,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,242,2020-04-04,Western State Bank,2000000,5000000
180,b $2-5 million,EEGEE'S LLC,3360 E AJO WAY,TUCSON,AZ,85713,722513,Limited-Service Restaurants,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,2020-04-06,"BOKF, National Association",2000000,5000000
181,b $2-5 million,"ELEVATE SERVICES, INC.",1711 W. Greentree Dr. Ste 108,TEMPE,AZ,85284,541618,Other Management Consulting Services,Corporation,Unanswered,Unanswered,Unanswered,,387,2020-04-11,Silicon Valley Bank,2000000,5000000
182,b $2-5 million,"ELEVATION SOLAR, LLC",2425 S. Stearman Suite 220,CHANDLER,AZ,85286,444190,Other Building Material Dealers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,167,2020-04-09,First International Bank & Trust,2000000,5000000
183,b $2-5 million,ENCHOICE INC,"1400 E Southern Avenue, Suite 800",TEMPE,AZ,85282,541512,Computer Systems Design Services,Corporation,Unanswered,Unanswered,Unanswered,,109,2020-04-15,Silicon Valley Bank,2000000,5000000
