license_id	status	business_name	business_address	business_city	business_state	business_zip	last_name	first_name	phone	owner	expires_txt	issued_txt	county	license_type_code	license_type_desc	agent_last	agent_first
010070004748	Active	WEST COAST PETROLEUM LLC	825 E APACHE Boulevard	TEMPE	Arizona	85281	FELICITY ANN HERON		4808154406	WEST COASTS PETROLEUM NEWPORTS LLC	12/31/2019	02/08/2019	Maricopa	010	Beer & wine store	HERON	FELICITY
010070004957	Active	7-ELEVEN #27401C	4748 E VAN BUREN Street	PHOENIX	Arizona	85008	AJAY GUPTA		6022752326	PRANAVDIVYA HOSPITALITY CORPORATION	12/31/2019	02/22/2019	Maricopa	010	Beer & wine store	GUPTA	AJAY
010070005049	Active	WEST COASTS PETROLEUM LLC	8350 E MCDOWELL  Road	SCOTTSDALE	Arizona	85257	FELICITY ANN HERON		4808154406	WEST COASTS PETROLEUM NEWPORTS LLC	12/31/2019	02/28/2019	Maricopa	010	Beer & wine store	HERON	FELICITY
010070005131	Active	7-ELEVEN #25845G	8402 E MCDOWELL Road	SCOTTSDALE	Arizona	85257	VANEET SAPRA		4809499534	V S INDUSTRIES LLC	12/31/2019	03/06/2019	Maricopa	010	Beer & wine store	SAPRA	VANEET
010070005243	Active	A TO Z MART	2259 W BROADWAY Road #B	MESA	Arizona	85202	BHAVINI PATEL		4802727778	OM SAINATH LLC	12/31/2019	03/13/2019	Maricopa	010	Beer & wine store	PATEL	BHAVINI
010070005418	Active	DOLLAR GENERAL STORE #19554	13639 W GLENDALE Avenue	GLENDALE	Arizona	85307	SEVERAL - SEE CASE NOTES		6235368290	DG RETAIL LLC	12/31/2019	03/21/2019	Maricopa	010	Beer & wine store	CONLEY	WILLIAM
010070005540	Active	DOLLAR GENERAL STORE #19349	17174 W JOMAX Road	SURPRISE	Arizona	85387	SEVERAL - SEE CASE NOTES		4804476419	DG RETAIL LLC	12/31/2019	03/29/2019	Maricopa	010	Beer & wine store	CONLEY	WILLIAM
010070005547	Active	GILLIGANS ARCO AM/PM	1105 W CHANDLER Boulevard	CHANDLER	Arizona	85224	AMY NATIONS		4809175444	GILLIGANS ON CHANDLER LLC	12/31/2019	03/29/2019	Maricopa	010	Beer & wine store	NATIONS	AMY
010070005643	Active	7-ELEVEN #25730 D	1601 E SOUTHERN Avenue	PHOENIX	Arizona	85040	SUDERSHAN SINGH KALSI		6022687631	ALISHA ENTERPRISES LLC	12/31/2019	04/03/2019	Maricopa	010	Beer & wine store	KALSI	SUDERSHAN
010080001658	Active	KATHERINE LANDING RECREATION COMPANY	2690 E KATHERINE SPUR Road	BULLHEAD CITY	Arizona	86429	JARED MICHAEL REPINSKI		9287543245	URBAN PARK CONCESSIONAIRES INC	07/31/2019	07/10/2018	Mohave	010	Beer & wine store	REPINSKI	JARED
010080001992	Active	GOLDEN VALLEY GAS & FOOD MART	5405 HWY 68	GOLDEN VALLEY	Arizona	86413	GURJEET SINGH SEKHON		9285652333	GOLDEN VALLEY GAS & FOOD MART LLC	07/31/2019	08/01/2018	Mohave	010	Beer & wine store	SEKHON	GURJEET
010080002797	Active	PADASOS MINI MART	3577 LONDON BRIDGE Road	LAKE HAVASU CITY	Arizona	86404	LAWRENCE JAMES RODGERS		7753971982	PADASOS ADVENTURES LLC	07/31/2019	09/21/2018	Mohave	010	Beer & wine store	RODGERS	LAWRENCE
010080002892	Active	NBD STORE	421 ENGLISH  Village	LAKE HAVASU CITY	Arizona	86403	DANIEL LAMAR FINCH		9284864602	NBD STORE LLC	07/31/2019	09/28/2018	Mohave	010	Beer & wine store	FINCH	DANIEL
010080003923	Active	OATMAN GENERAL STORE	180 MAIN Street	OATMAN	Arizona	86433	ANDREA DAHLMANLEWKOWITZ		9287689448	OATMAN GENERAL STORE LLC	07/31/2019	12/03/2018	Mohave	010	Beer & wine store	LEWKOWITZ	ANDREA
010080004136	Active	CARIOCA SHELL #93	12683 WHITEHILLS Road	WHITEHILLS	Arizona	86445	HOWARD EVERETT MAGEE		6027413532	CARIOCA COMPANY	07/31/2019	12/26/2018	Mohave	010	Beer & wine store	MAGEE	HOWARD
010080005580	Active	BAKER CONOCO	932 W BEALE Street	KINGMAN	Arizona	86401	JAMES EDWARD BAKER		9287536538	BAKER INVESTMENT GROUP LLC	07/31/2019	04/01/2019	Mohave	010	Beer & wine store	BAKER	JAMES
010080005630	Active	WILLOW BEACH MARINA	25804 N WILLOW BEACH Road	WILLOW BEACH	Arizona	86445	ANDREA DAHLMANLEWKOWITZ		9287674747	LMNRA GUEST SERVICES LLC	07/31/2019	04/02/2019	Mohave	010	Beer & wine store	LEWKOWITZ	ANDREA
010090002188	Active	COUNTRY STORE	8750 CONCHO Highway	SNOWFLAKE	Arizona	85937	DRAKE DEAN HANKINS		5205362114	COUNTRY STORE LLC	05/31/2019	08/15/2018	Navajo	010	Beer & wine store	HANKINS	DRAKE
010100001587	Active	RINCON MARKET	2513 E 6TH Street	TUCSON	Arizona	85716	PETER THOMAS WILKE		5203276653	MONFORTE LLC	10/31/2019	07/02/2018	Pima	010	Beer & wine store	WILKE	PETER
010100001787	Active	CIRCLE K STORE #2741649	6175 S KOLB Road	TUCSON	Arizona	85706	KIM KENNETH KWIATKOWSKI		5206631686	CIRCLE K STORES INC	10/31/2019	07/20/2018	Pima	010	Beer & wine store	KWIATKOWSKI	KIM
010100001789	Active	CIRCLE K STORE #2741634	6310 E GOLF LINKS Road	TUCSON	Arizona	85730	KIM KENNETH KWIATKOWSKI		5207475515	CIRCLE K STORES INC	10/31/2019	07/20/2018	Pima	010	Beer & wine store	KWIATKOWSKI	KIM
010100001790	Active	CIRCLE K STORE #2741665	10335 E DREXEL Road	TUCSON	Arizona	85747	KIM KENNETH KWIATKOWSKI		5205465155	CIRCLE K STORES INC	10/31/2019	07/20/2018	Pima	010	Beer & wine store	KWIATKOWSKI	KIM
010100001791	Active	CIRCLE K STORE #2741616	920 E 22ND Street	SOUTH TUCSON	Arizona	85713	KIM KENNETH KWIATKOWSKI		5207700740	CIRCLE K STORES INC	10/31/2019	07/20/2018	Pima	010	Beer & wine store	KWIATKOWSKI	KIM
010100001792	Active	CIRCLE K STORE #2741624	8395 N THORNYDALE Road	TUCSON	Arizona	85741	KIM KENNETH KWIATKOWSKI		5205793571	CIRCLE K STORES INC	10/31/2019	07/20/2018	Pima	010	Beer & wine store	KWIATKOWSKI	KIM
010100001793	Active	CIRCLE K STORE #2741657	4685 E VALENCIA Road	TUCSON	Arizona	85706	KIM KENNETH KWIATKOWSKI		5205742069	CIRCLE K STORES INC	10/31/2019	07/20/2018	Pima	010	Beer & wine store	KWIATKOWSKI	KIM
010100001794	Cancelled	CIRCLE K STORE #2741650	2088 W ORANGE GROVE Road	TUCSON	Arizona	85704	KIM KENNETH KWIATKOWSKI		5208780126	CIRCLE K STORES INC	10/31/2019	07/20/2018	Pima	010	Beer & wine store	KWIATKOWSKI	KIM
010100001796	Active	CIRCLE K STORE #2741614	10410 N LA CANADA Drive	ORO VALLEY	Arizona	85737	KIM KENNETH KWIATKOWSKI		5207423990	CIRCLE K STORES INC	10/31/2019	07/20/2018	Pima	010	Beer & wine store	KWIATKOWSKI	KIM
010100002252	Active	PROFESSIONAL BARTENDERS UNLIMITED	3625 E 42ND STRAVENUE	TUCSON	Arizona	85713	WILLIAM EDWARD NETHERTON JR		5207211577	PROFESSIONAL BARTENDERS UNLIMITED INC	10/31/2019	08/20/2018	Pima	010	Beer & wine store	NETHERTON JR.	WILLIAM
010100002279	Active	COXCO FUEL	5960 N ORACLE Road	TUCSON	Arizona	85704	ANDREA DAHLMAN LEWKOWITZ		5208884213	SAL RESTAURANT I LLC	10/31/2019	08/20/2018	Pima	010	Beer & wine store	LEWKOWITZ	ANDREA
010100002465	Active	ROCKING K MARKET	12660 E OLD SPANISH Trail	TUCSON	Arizona	85747	HAROLD BLAINE BUSBOOM		5208338439	ROCKING K MARKET LLC	10/31/2019	09/04/2018	Pima	010	Beer & wine store	BUSBOOM	HAROLD
010100003014	Active	DOLLAR GENERAL STORE #14416	3751 S PANTANO  Road	TUCSON	Arizona	85730	SEVERAL - SEE CASE NOTES		5203148542	DG RETAIL LLC	10/31/2019	10/09/2018	Pima	010	Beer & wine store	VALENZUELA	MICHELLE
010100003015	Active	DOLLAR GENERAL STORE #14756	3436 N COUNTRY CLUB  Road	TUCSON	Arizona	85716	SEVERAL - SEE CASE NOTES		5203009511	DG RETAIL LLC	10/31/2019	10/09/2018	Pima	010	Beer & wine store	VALENZUELA	MICHELLE
010100003016	Active	DOLLAR GENERAL STORE #14937	9950 S  NOGALES  Highway	TUCSON	Arizona	85756	SEVERAL - SEE CASE NOTES		5203420704	DG RETAIL LLC	10/31/2019	10/09/2018	Pima	010	Beer & wine store	VALENZUELA	MICHELLE
010100003017	Active	DOLLAR GENERAL STORE #18866	7440 S WILMOT Road	TUCSON	Arizona	85756	SEVERAL - SEE CASE NOTES		5205744380	DG RETAIL LLC	10/31/2019	10/09/2018	Pima	010	Beer & wine store	VALENZUELA	MICHELLE
010100003640	Active	MT LEMMON GENERAL STORE & GIFT SHOP	12856 N SABINO CANYON	MOUNT LEMMON	Arizona	85619	GREY  WILLIAM  CARPENTER		5205761468	ASPEN LEAF ENTERPRISES LLC	10/31/2019	11/06/2018	Pima	010	Beer & wine store	CARPENTER	GREY
010100004139	Active	ONE STOP MARKET	15390 W AJO Highway	TUCSON	Arizona	85735	KHALED MUHAMMAD DUQMAQ		5205786160	CRISPYS LLC	10/31/2019	12/26/2018	Pima	010	Beer & wine store	DUQMAQ	KHALED
010100004206	Active	PILOT TRAVEL CENTER #1178	9255 S RITA Road	TUCSON	Arizona	85747	ANDREA DAHLMAN LEWKOWITZ		5202077876	PILOT ARIZONA SOUTH LLC	10/31/2019	01/02/2019	Pima	010	Beer & wine store	LEWKOWITZ	ANDREA
010100005006	Active	KJ'S CONVENIENT STOP	15150 W AJO Highway	TUCSON	Arizona	85735	SANDRA LEE TOPPA		5202707280	KJ'S CONVENIENT STOP LLC	10/31/2019	02/26/2019	Pima	010	Beer & wine store	TOPPA	SANDRA
010100005578	Active	ARCO AM/PM	7601 E TANQUE VERDE	TUCSON	Arizona	85715	INDER KAUR		9095578593	TAPU INVESTMENTS INC	10/31/2019	04/01/2019	Pima	010	Beer & wine store	KAUR	INDER
010110001771	Active	CIRCLE K STORE #2741668	2182 E FLORENCE Boulevard	CASA GRANDE	Arizona	85222	KIM KENNETH KWIATKOWSKI		5208361923	CIRCLE K STORES INC	08/31/2019	07/20/2018	Pinal	010	Beer & wine store	KWIATKOWSKI	KIM
010110001807	Active	CIRCLE K STORE #2741610	35850 N GARY Drive	SAN TAN VALLEY	Arizona	85140	KIM KENNETH KWIATKOWSKI		4807503511	CIRCLE K STORES INC	08/31/2019	07/20/2018	Pinal	010	Beer & wine store	KWIATKOWSKI	KIM
010110002085	Cancelled	CIRCLE K STORE #2741647	2341 S IRONWOOD Drive	APACHE JUNCTION	Arizona	85220	KIM KENNETH KWIATKOWSKI		4802885648	CIRCLE K STORES INC	08/31/2019	08/08/2018	Pinal	010	Beer & wine store	KWIATKOWSKI	KIM
010110003096	Active	SHELL	1571 W APACHE Trail	APACHE JUNCTION	Arizona	85120	ANDREA DAHLMAN LEWKOWITZ		4809826326	88 TRAILS CORP	08/31/2019	10/12/2018	Pinal	010	Beer & wine store	LEWKOWITZ	ANDREA
010110003645	Active	SNAK SHAK	1113 TILBURY Drive	KEARNY	Arizona	85137	CAMACHO	VANESSA	5203637207		08/31/2019	11/06/2018	Pinal	010	Beer & wine store		
010110005306	Active	ARCO AM/PM	2245 E FLORENCE Boulevard	CASA GRANDE	Arizona	85122	INDER PREET KAUR		0000000000	PRINCY INVESTMENTS INC	08/31/2019	03/15/2019	Pinal	010	Beer & wine store	KAUR	INDER
010130001846	Active	VINO ZONA	527 MAIN  Street	JEROME	Arizona	86331	GINGER FLAHERTY		9282848053	VINO ZONA LLC	08/31/2019	07/23/2018	Yavapai	010	Beer & wine store	FLAHERTY	GINGER
010130001898	Inactive	CIRCLE K STORE #3491	7035 E 1ST Street	PRESCOTT VALLEY	Arizona	86314	KIM KENNETH KWIATKOWSKI		6027284783	CIRCLE K STORES INC	08/31/2019	07/26/2018	Yavapai	010	Beer & wine store	KWIATKOWSKI	KIM
010130001899	Inactive	CIRCLE K STORE #9530	8390 E STATE ROUTE 69 PRESCOTT VALLEY AZ 86314				KIM KENNETH KWIATKOWSKI		6027284783	CIRCLE K STORES INC	08/31/2019	07/26/2018	Yavapai	010	Beer & wine store	KWIATKOWSKI	KIM
010130002394	Active	ARCO AM/PM	1990 W HWY 89A	SEDONA	Arizona	86336	NIRMAL NAGRA		9282820174	SSN SEDONA LLC	08/31/2019	08/28/2018	Yavapai	010	Beer & wine store	NAGRA	NIRMAL
010130002410	Active	SHELDON STREET GAS & GRILL	810 E SHELDON Street	PRESCOTT	Arizona	86301	LEE	JAMES	9287089955		08/31/2019	08/29/2018	Yavapai	010	Beer & wine store		
010130002778	Active	DOLLAR GENERAL STORE #18958	19615 E STAGECOACH Trail	CORDES LAKES	Arizona	86333	SEVERAL - SEE CASE NOTES		9286329935	DG RETAIL LLC	08/31/2019	09/21/2018	Yavapai	010	Beer & wine store	CONLEY	WILLIAM
010130003500	Active	GILLIGAN'S SPRING VALLEY	17257 S SPRING VALLEY	MAYER	Arizona	86333	AMY S NATIONS		9286324139	GILLIGANS SPRING VALLEY LLC	08/31/2019	10/31/2018	Yavapai	010	Beer & wine store	NATIONS	AMY
010130003727	Active	GARCIA'S MARKET	2550 W STATE Route 89A #4&5	SEDONA	Arizona	86336	GARCIA CHAVIRA	RIGOBERTO	9282824821		08/31/2019	11/13/2018	Yavapai	010	Beer & wine store		
010130003818	Active	HWY 69 MARKET	8470 E STATE ROUTE HWY 69	PRESCOTT VALLEY	Arizona	86314	THERESA JUNE MORSE		9287756112	HWY 69 FOOD MART LLC	08/31/2019	11/20/2018	Yavapai	010	Beer & wine store	MORSE	THERESA
010130003919	Active	CARNICERIA AZTECA	6426 AZ 69 PRESCOTT VALLEY AZ 86314				JOSE LUIS BAUTISTA		9289254127	AZTECA MARKET LLC	08/31/2019	12/03/2018	Yavapai	010	Beer & wine store	BAUTISTA	JOSE
010130004104	Active	CARNICERIA GARCIA MARKET	8147 E SPOUSE Drive #A B C	PRESCOTT VALLEY	Arizona	86314	RIGOBERTO GARCIA RANGEL		9287562840	CARNICERIA GARCIAS MARKET LLC	08/31/2019	12/19/2018	Yavapai	010	Beer & wine store	GARCIA RANGEL	RIGABERTO
010130004207	Active	PILOT TRAVEL CENTER #1175	14925 S STAGECOACH  Trail	CORDES LAKES	Arizona	86333	ANDREA DAHLMAN LEWKOWITZ		5203952600	PILOT ARIZONA SOUTH LLC	08/31/2019	01/02/2019	Yavapai	010	Beer & wine store	LEWKOWITZ	ANDREA
010130004214	Active	PAULDEN PARK PLACE	23310 N HWY 89	PAULDEN	Arizona	86334	ANNA KAROBOWNICZEK		9286369404	PAULDEN PARK PLACE LLC	08/31/2019	01/03/2019	Yavapai	010	Beer & wine store	KARBOWNICZEK	ANNA
010130004342	Active	MARKET	403 CLARK Street #B11	JEROME	Arizona	86331	O'HAIR	KERRY	9286071259		08/31/2019	01/11/2019	Yavapai	010	Beer & wine store		
010140001749	Active	C SMART LLC	706 N MAIN Street	SAN LUIS	Arizona	85349	GEORGE GUERRERO		9286275484	C SMART LLC	07/31/2019	07/18/2018	Yuma	010	Beer & wine store	GUERRERO	GEORGE
010140002779	Active	DOLLAR GENERAL STORE #18312	10541 WILLIAM  Street	WELLTON	Arizona	85356	SEVERAL - SEE CASE NOTES		9287854381	DG RETAIL LLC	07/31/2019	09/21/2018	Yuma	010	Beer & wine store	CONLEY	WILLIAM
010140002829	Active	DATELAND TRAVEL CENTER	1737 S AVE 64E	DATELAND	Arizona	85333	AMY S NATIONS		9284542772	DATELAND PETROLEUM INC	07/31/2019	09/25/2018	Yuma	010	Beer & wine store	NATIONS	AMY
010140005175	Active	CHEVRON SELF SERVE #23	1661 N MAIN  Street	SAN LUIS	Arizona	85349	DANIEL SHAY		9287821828	SHAY OIL COMPANY INC	07/31/2019	03/08/2019	Yuma	010	Beer & wine store	MERRETT	LAUREN
010140005358	Active	WELLTON CHEVRON	28864 COMMERCE Way	WELLTON	Arizona	85356	AMY S NATIONS		9287859974	WELLTON PETROLLEUM INC	07/31/2019	03/18/2019	Yuma	010	Beer & wine store	NATIONS	AMY
010150002355	Active	COYOTE FRESH FOODS	410 E MAIN Street	QUARTZSITE	Arizona	85346	BRENDA MAY GOFF		9289279300	COYOTE FRESH FOODS LLC	07/31/2019	08/24/2018	La Paz	010	Beer & wine store	GOFF	BRENDA
010150002871	Active	DOLLAR GENERAL STORE #19422	67102 SALOME  Road	SALOME	Arizona	85348	SEVERAL - SEE CASE NOTES		9288593326	DG RETAIL LLC	07/31/2019	09/27/2018	La Paz	010	Beer & wine store	JONES	DARREN
011040004384	Active	PLEASANT VALLEY INN- THE PLEASING PALATE	47661 N HWY 288	YOUNG	Arizona	85554	KNICKREHM	MARLA	9284623593		06/30/2019	01/16/2019	Gila	011	Hotel		
011070001598	Active	AC HOTEL	2811 E CAMELBACK Road	PHOENIX	Arizona	85016	ANDREA DAHLMAN LEWKOWITZ		6028526500	HL CAMELBACK HOTEL LLC	03/31/2020	07/03/2018	Maricopa	011	Hotel	LEWKOWITZ	ANDREA
011070002863	Active	HOLIDAY INN AT OCOTILLO	1200 W OCOTILLO Road	CHANDLER	Arizona	85248	NICHOLAS CARL GUTTILLA		4802032121	HEAVLIN MANAGEMENT COMPANY LLC	03/31/2020	09/27/2018	Maricopa	011	Hotel	GUTTILLA	NICHOLAS
011070003072	Active	HILTON GARDEN INN SURPRISE	16601 N STADIUM Way	SURPRISE	Arizona	85374	SAMANTHA ELLYJEAN CALLAHAN		6236068526	SVSH LLC	03/31/2020	10/11/2018	Maricopa	011	Hotel	CALLAHAN	SAMANTHA
011070003452	Active	ALOFT HOTEL PHOENIX AIRPORT	4450 E WASHINGTON Street	PHOENIX	Arizona	85034	ANDREA DAHLMAN LEWKOWITZ		6022756300	BREIT REX TRS LLC	03/31/2020	10/29/2018	Maricopa	011	Hotel	LEWKOWITZ	ANDREA
011070003463	Active	HYATT PLACE PHOENIX NORTH	10838 N 25 Avenue	PHOENIX	Arizona	85029	CAMILA ALARCON		6029978800	REAL HOSPITALITY GROUP LLC	03/31/2020	10/30/2018	Maricopa	011	Hotel	ALARCON	CAMILA
011070003539	Active	HOLIDAY INN PHOENIX-MESA-CHANDLER	1600 S COUNTRY CLUB Drive	MESA	Arizona	85210	JOHN DEAN CURTIS II		2042296510	SOUTH COUNTRY CLUB HOSPITALITY LP	03/31/2020	11/02/2018	Maricopa	011	Hotel	CURTIS II	JOHN
011070003683	Active	CAMBY	2401 E CAMELBACK Road	PHOENIX	Arizona	85016	RYAN WITNER ANDERSON		6024680700	DHC FOOD & BEVERAGE CORPORATION	03/31/2020	11/08/2018	Maricopa	011	Hotel	ANDERSON	RYAN
011070003746	Active	EMBASSY SUITES PHOENIX -SCOTTSDALE	4415 E PARADISE VILLAGE PKWY S	PHOENIX	Arizona	85032	ANDREA DAHLMAN LEWKOWITZ		6027655800	PARKWAY BEVERAGE SERVICES INC	03/31/2020	11/14/2018	Maricopa	011	Hotel	LEWKOWITZ	ANDREA
011070003826	Active	ADELINE HOTEL	5101 N SCOTTSDALE Road	SCOTTSDALE	Arizona	85250	RYAN WITNER ANDERSON		4802847400	AHTRST CONCESSIONS LLC	03/31/2020	11/21/2018	Maricopa	011	Hotel	ANDERSON	RYAN
011070004297	Active	TOWNEPLACE SUITES	3635 W CHANDLER Boulevard	CHANDLER	Arizona	85226	ANDREA DAHLMAN LEWKOWITZ		4805258898	PEACHTREE HOSPITALITY MANAGEMENT LLC	03/31/2020	01/09/2019	Maricopa	011	Hotel	LEWKOWITZ	ANDREA
011070005646	Inactive	MARRIOTT CHANDLER	1600 S PRICE Road	CHANDLER	Arizona	85286	ANDREA LEWKOWITZ		0000000000	WHI CHANDLER MANAGEMENT LLC	03/31/2020	04/03/2019	Maricopa	011	Hotel	LEWKOWITZ	ANDREA
011080002547	Active	CLARION INN	3129 E ANDY DEVINE Avenue	KINGMAN	Arizona	86401	CASSIE VASSANT		9134515874	B & L MOTELS INC	07/31/2019	09/10/2018	Mohave	011	Hotel	HECKER	NICOLE
011100004616	Active	TANQUE VERDE GUEST RANCH	14301 E SPEEDWAY Road	TUCSON	Arizona	85748	TERRANCE J HANLEY		5202966275	ARIZONA SUNSHINE RANCHES INC	09/30/2019	01/31/2019	Pima	011	Hotel	HANLEY	TERRANCE
011130002457	Active	CASA SEDONA INN	55 HOZONI Drive	SEDONA	Arizona	86336	JARED MICHAEL REPINSKI		9282822938	CANYON HOLDINGS LLC	08/31/2019	09/04/2018	Yavapai	011	Hotel	REPINSKI	JARED
011130003505	Active	KAY EL BAR GUEST RANCH	2655 S KAY EL BAR Road	WICKENBURG	Arizona	85390	DANA ANN HOLLOWAY		9286847593	KAY EL BAR GUEST RANCH LLC	08/31/2019	11/01/2018	Yavapai	011	Hotel	HOLLOWAY	DANA
011130003927	Active	CASTLE HOT SPRINGS RESORT	5050 E CASTLE HOT SPRINGS  Road	MORRISTOWN	Arizona	85342	PETER HENRY SCHELSTRAETE		9285011009	CHS3 LLC	08/31/2019	12/03/2018	Yavapai	011	Hotel	SCHELSTRAETE	PETER
011140004154	Active	BEST WESTERN YUMA MALL	1450 S CASTLE DOME Avenue	YUMA	Arizona	85365	RYAN WITNER ANDERSON		9287838341	PALM SPRINGS INN LLC	07/31/2019	12/27/2018	Yuma	011	Hotel	ANDERSON	RYAN
012010002957	Active	OMNIVORES EATERY	38721 STATE  Route 373	GREER	Arizona	85927	GREGORY NEIL HARVEY		9287357977	SNOWY MOUNTAIN LODGE LLC	05/31/2019	10/03/2018	Apache	012	Restaurant	HARVEY	GREGORY
012020003545	Active	MOD PIZZA	4177 HWY 90 STE 100 SIERRA VISTA AZ 85635				ANDREA LEWKOWITZ		8887706637	MOD SUPER FAST PIZZA LLC	06/30/2019	11/02/2018	Cochise	012	Restaurant	LEWKOWITZ	ANDREA
012020003738	Active	DOUBLE S STEAKHOUSE	1201 W REX ALLEN Drive	WILLCOX	Arizona	85643	SHERIDAN JON GIVENS		5207663800	DOUBLE S STEAKHOUSE LLC	06/30/2019	11/14/2018	Cochise	012	Restaurant	GIVENS	SHERIDAN
012020005293	Active	KOUNTRY KAFE	10400 N Highway 191	ELFRIDA	Arizona	85610	DONALD LEONARD BARTOL JR		5206421716	BARTOL DONALD JTWROS	06/30/2019	03/15/2019	Cochise	012	Restaurant	BARTOL JR.	DONALD
012030000766	Active	AGEE'S BARBECUE MARKET	17680 MUNDS RANCH Road	MUNDS PARK	Arizona	86017	LAUREN KAY MERRETT		9282860997	AGEE'S BARBECUE MARKET LLC	05/31/2019	04/20/2018	Coconino	012	Restaurant	MERRETT	LAUREN
012030002225	Active	BANDERA CRAFT TACOS AND MARGARITAS	11 E ASPEN Avenue	FLAGSTAFF	Arizona	86001	JEFFREY CRAIG MILLER		9284405403	DNSPWR4 LLC	05/31/2019	08/16/2018	Coconino	012	Restaurant	MILLER	JEFFREY
012030002282	Active	OREGANOS PIZZA BISTRO	1061 S PLAZA Way SUITE C	FLAGSTAFF	Arizona	86001	MARK RUSSELL		4808290898	OPB RESTAURANTS INC	05/31/2019	08/20/2018	Coconino	012	Restaurant	RUSSELL	MARK
012030002349	Active	FIRECREEK	22 E RTE 66	FLAGSTAFF	Arizona	86001	MICHAEL ANDREW FUNK		9287742266	FIRECREEK FLAGSTAFF LLC	05/31/2019	08/24/2018	Coconino	012	Restaurant	FUNK	MICHAEL
012030002431	Active	NOMADS GLOBAL LOUNGE	19 W PHOENIX Avenue	FLAGSTAFF	Arizona	86001	LISA DAWN DISHMAN MCCULLOCH		9287747958	HILLSIDE ENTERPRISES LLC	05/31/2019	08/30/2018	Coconino	012	Restaurant	DISHMAN MCCULLOCH	LISA
012030002546	Active	STEER 89	718 VISTA Avenue	PAGE	Arizona	86040	ROSALIND TSOSIE		9286608199	STEER 89 LLC	05/31/2019	09/07/2018	Coconino	012	Restaurant	TSOSIE	ROSALIND
012030002610	Cancelled	TORTAS DE FUEGO BAR & GRILL	6601 SR 179 C7 SEDONA AZ 86351				THERESA JUNE MORSE		4803538035	TORTAS DE FUEGO ENTERPRISE LLC	05/31/2019	09/11/2018	Coconino	012	Restaurant	MORSE	THERESA
012030002726	Active	PATO THAI RESTAURANT	20 E Route 66	FLAGSTAFF	Arizona	86001	PHUENGBOON KRAISORN		9282131825	PA TO THAI LLC	05/31/2019	09/18/2018	Coconino	012	Restaurant	KRAISORN	PHUENGBOON
012030002872	Active	OVER EASY	2500 S WOODLANDS VILLAGE Boulevard #28	FLAGSTAFF	Arizona	86001	JEFFREY CRAIG MILLER		9282133410	WOODLANDS CAFE LLC	05/31/2019	09/27/2018	Coconino	012	Restaurant	MILLER	JEFFREY
012030002876	Active	HOT WOK	1451 S MILTON Road	FLAGSTAFF	Arizona	86001	DANNY ROY THOMAS		9282261007	LIHONGSHENG LLC	05/31/2019	09/28/2018	Coconino	012	Restaurant	THOMAS	DANNY
012030003763	Active	GO SUSHI	1411 S MILTON Road	FLAGSTAFF	Arizona	86001	JARUNEE KRATHINTHONG		9286795998	GO SUSHI LLC	05/31/2019	11/15/2018	Coconino	012	Restaurant	KRATHINTHONG	JARUNEE
012030003869	Active	LONE SPUR CAFE	1300 S MILTON Road #101-105	FLAGSTAFF	Arizona	86001	CORY DEAN FARLEY		9284405330	BLUE SQUARE DEVELOPMENT PROJECT I LLC	05/31/2019	11/27/2018	Coconino	012	Restaurant	FARLEY	CORY
012040002859	Active	BRUZZI VINEYARD	47209 N HWY 288	YOUNG	Arizona	85554	JAMES ALDO BRUZZI		9284623314	PLEASANT VALLEY FARMS LLC	06/30/2019	09/27/2018	Gila	012	Restaurant	BRUZZI	JAMES
012040003969	Active	PASTA G'S RISTORANTE ITALIANO	203 205 HWY 260	PAYSON	Arizona	85541	AMY LYNN BRANDT		9284681626	PASTA G'S BAR & ITALIAN RESTAURANT INC	06/30/2019	12/06/2018	Gila	012	Restaurant	BRANDT	AMY
012050003309	Active	JUMBO CHINESE RESTAURANT	817 W THATCHER Boulevard	SAFFORD	Arizona	85546	CHOLE HE		9284282888	ZHENBAO LLC	06/30/2019	10/23/2018	Graham	012	Restaurant	HE	CHOLE
012060001643	Active	THE MINER'S DINER & BAR	106 PLAZA Loop #3	MORENCI	Arizona	85540	TRACY LYNNE CAUTHEN		9288653800	THE MINERS DINER & BAR LLC	06/30/2019	07/09/2018	Greenlee	012	Restaurant	CAUTHEN	TRACY
012070000431	Expired	LOCO PATRON MEXICAN GRILL	1327 E CHANDLER Boulevard STE 108	PHOENIX	Arizona	85048	SOO GOOD LLC		4804608887	SOO GOOD LLC	03/31/2018	03/29/2018	Maricopa	012	Restaurant	MATURINNI TONETTI	EDWARD
012070001282	Active	ORIGINAL GRAVITY	4700 N 12TH Street #101	PHOENIX	Arizona	85014	HOLLY KNUDSEN		6025837628	TAPPED LLC	03/31/2020	05/24/2018	Maricopa	012	Restaurant	KNUDSEN	HOLLY
012070001290	Active	MANNA BBQ	16840 N 83RD Avenue	PEORIA	Arizona	85308	SONG KUN MUN		6238785007	MANNA ARROWHEAD INC	03/31/2020	05/24/2018	Maricopa	012	Restaurant	MUN	SONG
012070001301	Active	FIREBIRDS WOOD FIRED GRILL	1930 E WILLIAMS FIELD Road	GILBERT	Arizona	85295	LAUREN KAY MERRETT		4809128970	FIREBIRDS OF GILBERT LLC	03/31/2020	05/24/2018	Maricopa	012	Restaurant	MERRETT	LAUREN
