combined_type	seqnos	calltype	responsible_company	responsible_org_type	responsible_city	responsible_state	responsible_zip	source	date_received	date_complete	description_of_incident	type_of_incident	incident_cause	incident_dtg	incident_location	location_address	location_street1	location_nearest_city	location_state	location_county	location_zip	potential_flag	distance_from_location	incident_date	incident_time	has_lat_long	fire_involved	any_evacuations	any_injuries	number_injured	any_fatalities	number_fatalities	any_damages	air_corridor_closed	waterway_closed	road_closed	media_interest	medium_desc	body_of_water	release_secured	desc_remedial_action	weather_conditions	water_supply_contaminated	additional_info	state_agency_notified	federal_agency_notified	az_incident
ALL TABLES	18640	INC	BETTER BUILT ALUMINUM	PRIVATE ENTERPRISE	PRESCOTT VALLEY	AZ	86314	UNAVAILABLE	1990-04-23	1990-04-23	CHROMIUM WASTE WATER RINSE / HUMAN ERROR	FIXED	OPERATOR ERROR	OCCURRED		7555 EAST HIGHWAY 69		PRESCOTT VALLEY	AZ	YAVAPAI	86314			1990-04-22	17:00:00	N	N	N	U		U		N					LAND			WILL DIG UP THE SOIL FOR DISPOSAL						Y
ALL TABLES	18980	INC	MAGMA COPPER CO	PRIVATE ENTERPRISE	SAN MANUEL	AZ	85631	UNAVAILABLE	1990-04-25	1990-04-25	PIN HOLE LEAK IN THE 5 AND 6 TANK STORAGE FEED LINE / CORROSION	FIXED	EQUIPMENT FAILURE	DISCOVERED		PO BOX M	HWY 76	SAN MANUEL	AZ	PINAL	85631			1990-04-25	10:30:00	N	N	N	U		U		N					LAND			REPAIRED THE LEAK   NEUTRALIZED THE MATERIAL    WILL REMOVE THE SOILAND MIXTURE FOR DISPOSAL IN THEIR LEACH DUMP						Y
ALL TABLES	19175	INC	HUGHES AIRCRAFT CO	PRIVATE ENTERPRISE	TUCSON	AZ	85706	UNAVAILABLE	1990-04-26	1990-04-26	DISSOLVED AIR FLOTATION CLARIFIER/ OPEN VALVE	FIXED	EQUIPMENT FAILURE	OCCURRED		AIR FORCE PLANT NO 44	BLDG 815 WASTE WATER PLNT	TUCSON	AZ	PIMA				1990-04-25	12:15:00	N	N	N	U		U		N					LAND			COMPANY CLEANED UP MATERIAL.						Y
ALL TABLES	19544	INC	MAGMA COPPER	PRIVATE ENTERPRISE	SAN MANUEL	AZ	85631	UNAVAILABLE	1990-04-28	1990-04-28	PIPING/LEAKING DUE TO CORROSION.	FIXED	EQUIPMENT FAILURE	DISCOVERED		MAGMA COPPER	SAN MANUEL MINE	MAMMOTH	AZ	PINAL			5 MI W	1990-04-28	08:30:00	N	N	N	U		U		N					LAND			CONTAINED WITHIN DIKE.  ACID NEUTRALIZED W/LIME.						Y
ALL TABLES	19846	INC	U.S. WEST COMMUNICATIONS	PRIVATE ENTERPRISE	PHOENIX	AZ	84514	UNAVAILABLE	1990-04-30	1990-04-30	LEAKING UNDERGROUND STORAGE TANK CAUSED BY CORROSION	FIXED	EQUIPMENT FAILURE	DISCOVERED		TOP OF MORMON MOUNTAIN		FLAGSTAFF	AZ	COCONINO			30 MI S	1990-04-30	11:00:00	N	N	N	U		U		N	N	N	N		LAND		U	WILL EXCAVATE THE SOIL AND HAVE REMOVED THE TANK		U	WILL CALL AZ DEQ			Y
ALL TABLES	19957	INC	MAGMA COPPER CO	PRIVATE ENTERPRISE	SAN MANUEL	AZ	85631	UNAVAILABLE	1990-05-01	1990-05-01	6 INCH PIPELINE / DISCOVERED A DEFECTIVE VALVE ON THE NR 1 PRODUCT LINELEADING TO THE NR 5 AND NR 6 ACID STORAGE TANKS	PIPELINE	EQUIPMENT FAILURE	DISCOVERED		PO BOX M	HWY 76	SAN MANUEL	AZ	PINAL	85631			1990-04-30	10:30:00	N	N	N	U		U		N					WATER			SLUDGE POND IS BEING PUMPED TO THE NEUTRALIZATION PLANT						Y
ALL TABLES	20230	INC	MAGMA COPPER COMPANY	PRIVATE ENTERPRISE	MIAMI	AZ	85539	UNAVAILABLE	1990-05-02	1990-05-02	"2"" PIPELINE / IMPROPERLY SEATED FLANGE"	PIPELINE	OPERATOR ERROR	DISCOVERED		MAGMA COPPER COMPANY	HWY 60	MIAMI	AZ	GILA	85539			1990-05-02	08:15:00	N	N	N	U		U		N	N	N	N		LAND		U	PIPELINE WAS REPAIRED TODAY.  SOIL AND MATERIAL IS BEING EXCAVATED.		U	INCIDENT HAS BEEN ONGOING SINCE 30MAR90 AT A RATE OF 90 GALLONS PER DAY			Y
ALL TABLES	21389	INC	US BURUE OF RECLIMATION	FEDERAL GOVERNMENT	YUMA	AZ	85366	UNAVAILABLE	1990-05-10	1990-05-10	WATER FLOW METER / UNKNOWN	FIXED	UNKNOWN	DISCOVERED		SOUTH SIDE OF LEVEY RD		YUMA	AZ	YUMA			2.5 MI E	1990-05-10	11:30:00	N	N	N	U		U		N	N	N	N		UNKNOWN		U	REMOVED THE FLOW METER   CONTACTING A CONTRACTER TO CLEAN UP THE AREACALLER WILL CALL THE STATE AND LOCAL PEOPLE		U	OTH = PINT			Y
ALL TABLES	21445	INC		UNKNOWN		XX		UNAVAILABLE	1990-05-10	1990-05-10	UNKNOWN / UNKNOWN, CALLER SAYS THAT A BLUE MATERIAL IS IN HER HOUSEAND AROUND HER APT COMPLEX AND IS CAUSING HAIR LOSS AND SKIN PROBLEMS	UNKNOWN SHEEN	UNKNOWN	DISCOVERED		922 S LONGMORE DR	APT 245	MESA	AZ	MARICOPA	85202			1990-04-01	00:00:00	N	N	N	U		U		N	N	N	N		LAND		U	NONE		U	SHE SAYS THAT THE MATERIAL MAY BE COMING FROM A MOTOROLA PLANT NEAR BY			Y
ALL TABLES	21452	INC	PHELPS DODGE MORENCI, IN.	PRIVATE ENTERPRISE	MORENCI	AZ	85540	UNAVAILABLE	1990-05-10	1990-05-10	RUBBER HOSE FROM SULFURIC ACID STORAGE TANK BEGAN LEAKING	FIXED	EQUIPMENT FAILURE	OCCURRED		HIGHWAY 666		MORENCI	AZ	GREENLEE				1990-05-10	13:30:00	N	N	N	N	0	N	0	N	N	N	N		LAND		U	CLEANUP WAS NOT NECESSARY DUE TO THE SUCCESSFUL CONTAINMENT OF THEMATERIAL		U	SPILLED MATERIAL FLOWED INTO ON SITE SUMP- DID NOT ESCAPE INTOENVIRONMENT			Y
ALL TABLES	22929	INC	PROTEC	PRIVATE ENTERPRISE	TEMPE	AZ	85282	UNAVAILABLE	1990-05-21	1990-05-21	CHEMICALS DUMPED FROM A BUCKET INTO A TOILET.	FIXED	DUMPING	OCCURRED		2307 W FAIRMONT DR	SUITE 2	TEMPE	AZ	MARICOPA				1990-05-20	06:45:00	N	N	N	U		U		N	N	N	N		WATER		U	NONE.		U	DUMPING HAS BEEN GOING ON APPROX A YEAR.AMOUNTS ARE PER DAY FIGURES.			Y
ALL TABLES	23307	INC	VALLEY RECYCLING WORKS	PRIVATE ENTERPRISE	CHANDLER	AZ	85225	UNAVAILABLE	1990-05-22	1990-05-22	ALUMINUM PROCESSING BUILDING / NORMAL OPERATIONS	FIXED	UNKNOWN	OCCURRED		390 EAST RAY RD		CHANDLER	AZ	MARICOPA	85225			1990-05-21	18:00:00	N	N	N	N	0	N	0	N	N	N	N		AIR		U	NONE		U	OCCURS NIGHTLY, MATERIAL IS DISCHARGED IN A WHITISH CLOUD			Y
ALL TABLES	23733	INC	MAGMA COPPER CO	PRIVATE ENTERPRISE	SAN MANUEL	AZ	85631	UNAVAILABLE	1990-05-25	1990-05-25	PUMP TRANSFER NO. 5&6 / SEAL BLEW ON THE TRANSFER	FIXED	EQUIPMENT FAILURE	DISCOVERED		PO BOX M	HWY 76	SAN MANUEL	AZ	PINAL	85631			1990-05-24	11:40:00	N	N	N	U		U		N	N	N	N		LAND		U	REPAIRED THE SEAL   APPLIED LIME ROCK TO THE AFFECTED AREAWILL REMOVE THE AFFECTED SOIL FOR DISPOSAL		U	CALLER WILL CALL THE STATE RESPONSE COMM			Y
ALL TABLES	24624	INC	BUREAU OF INDIAN AFFAIRS	FEDERAL GOVERNMENT	GALLUP	NM	87305	UNAVAILABLE	1990-05-31	1990-05-31	TANK TRUCK / DRIVER OVERFILLED A STORAGE TANK THEN DUMPED THE REMAINDEROF HIS LOAD INTO THE SOIL IN THE VICINITY OF A SCHOOL COMPOUND.	MOBILE	DUMPING	DISCOVERED		PINE SPRINGS BOARDING	SCHOOL COMPOUND - ON A	PINE SPRINGS	AZ	UNKNOWN				1990-05-30	13:00:00	N	N	N	U		U		N					LAND			BUREAU IS CONDUCTING IN INVESTIGATION INTO THE SITUATION. NO CLEANUPACTIONS ARE BEING TAKEN AT THE PRESENT.						Y
ALL TABLES	25161	INC	MAGMA COPPER COMPANY	PRIVATE ENTERPRISE	SAN MANUEL	AZ	85631	UNAVAILABLE	1990-06-04	1990-06-04	ACID PIPELINE / MATERIAL ACCIDENTALLY SPILLED DURING MAINTENANCE TOTHE PIPELINE.	PIPELINE	OPERATOR ERROR	OCCURRED		MAGMA COPPER COMPANY	HWY 76	SAN MANUEL	AZ	PINAL	85631			1990-06-02	10:30:00	N	N	N	U		U		N	N	N	N		WATER		U	SPILLED INTO DITCH WHICH LED TO TAILINGS POND WHERE IT IS BEINGTREATED.  PIPELINE WAS REPAIRED.		U	NONE			Y
ALL TABLES	25467	INC	LAKE POWELL AIR SERVICE	PRIVATE ENTERPRISE	CEDAR CITY	UT	84720	UNAVAILABLE	1990-06-06	1990-06-06	AIRCRAFT CRASHED INTO A VEHICLE AND A TRACTOR TRAILER	AIRCRAFT	TRANSPORT ACCIDENT	DISCOVERED				MARBLE CANYON	AZ	COCONINO				1990-06-05	18:06:00	N	N	N	Y	2	U		N					LAND			NONE						Y
ALL TABLES	25528	INC	LOMIS ARMORED INC	PRIVATE ENTERPRISE	DALLAS	TX	75238	UNAVAILABLE	1990-06-06	1990-06-06	UNDERGROUND STORAGE TANK / UNKNOWN LEAK	FIXED	UNKNOWN	DISCOVERED		632 WEST 24TH STREET		TEMPE	AZ	MARICOPA				1990-06-05	16:00:00	N	N	N	U		U		N	N	N	N		SUBSURFACE		U	REMOVED CONTAMINATED SOIL		U	NONE			Y
ALL TABLES	25877	INC	CONTINENTAL CIRCUITS CORP	PRIVATE ENTERPRISE	PHOENIX	AZ	85040	UNAVAILABLE	1990-06-08	1990-06-08	55 GALLON BARREL / HOLE PUNCHED IN SIDE	FIXED	OPERATOR ERROR	DISCOVERED		3502 EAST ROESER RD		PHOENIX	AZ	MARICOPA	85040			1990-06-08	08:30:00	N	N	N	U		U		N	N	N	N		LAND		U	CLEANUP IN PROGRESS.		U	NONE			Y
ALL TABLES	25935	INC	RIN CHEM	PRIVATE ENTERPRISE	PHOENIX	AZ	85009	UNAVAILABLE	1990-06-08	1990-06-08	ABOVEGROUND TANK/FAULTY VALVE	FIXED	EQUIPMENT FAILURE	OCCURRED		4115 WEST TURNEY		PHOENIX	AZ	MARICOPA	85009			1990-06-08	12:00:00	N	N	N	U		U		N	N	N	N		LAND		U	NONE.		U	DATE OF SPILL WAS OCTOBER OF 1985.  CALLER IS AN EMPLOYEE OF COMPANY.			Y
ALL TABLES	27397	INC	US ARMY -FT HUACHUCA	FEDERAL GOVERNMENT	FORT HUACHUCA	AZ	85613	UNAVAILABLE	1990-06-18	1990-06-18	TRANSFORMER/SPILLED DURING REMOVAL	FIXED	EQUIPMENT FAILURE	OCCURRED		GREELY HALL	BLDG 61801	FORT HUACHUCA	AZ	COCHISE	85613			1990-06-18	13:30:00	N	N	N	U		U		N	N	N	N		LAND		U	UNKNOWN.		U	WILL CALL AZ DEQ.			Y
ALL TABLES	27581	INC	MAGMA COPPER COMPANY	PRIVATE ENTERPRISE	MIAMI	AZ	85539	UNAVAILABLE	1990-06-19	1990-06-19	MANOMETER/SPILLED DURING CHANGING OF FLUID	FIXED	EQUIPMENT FAILURE	OCCURRED		PO BOX 100	HWY 60	MIAMI	AZ	GILA	85539			1990-06-19	09:00:00	N	N	N	U		U		N	N	N	N		LAND		U	CONTRACTOR EN ROUTE.		U	WILL CALL AZ EMERG RESPONSE AND CNTY EMERGENCY RESPONSE.			Y
ALL TABLES	27671	INC	TWA	PRIVATE ENTERPRISE	JAMAICA	NY	11432	UNAVAILABLE	1990-06-20	1990-06-20	LOCKHEED 10-11 AIRCRAFT / IN-FLIGHT JETTISON DUE TO FIRE WARNING	AIRCRAFT	OTHER	OCCURRED				PHOENIX	AZ	UNKNOWN			13 MI ESE	1990-06-20	08:45:00	N	N	N	U		U		N	N	N	N		UNKNOWN		U	NONE		U	OCCURED AT ALTITUDE OF 8000 FT.			Y
ALL TABLES	27713	INC	TED'S TRUCK STOP	PRIVATE ENTERPRISE	QUARTSIDE	AZ		UNAVAILABLE	1990-06-20	1990-06-20	LEAKING STORAGE TANK	FIXED	EQUIPMENT FAILURE	DISCOVERED		I-10		QUARTSIDE	AZ	LA PAZ				1990-06-19	20:30:00	N	N	N	U		U		N	N	N	N		LAND		U	APPEARS THAT COMPANY HAS TAKEN CONTAMINATED SOIL INTO DESERT		U	NONE			Y
ALL TABLES	27718	INC	U.S. WEST COMMUNICATIONS	PRIVATE ENTERPRISE	PHOENIX	AZ	84514	UNAVAILABLE	1990-06-20	1990-06-20	UNDERGROUND STORAGE TANK/LEAK DUE TO CORROSION	FIXED	EQUIPMENT FAILURE	DISCOVERED		300 KINSLEY ST		WINSLOW	AZ	COCONINO				1990-06-19	09:00:00	N	N	N	U		U		N	N	N	N		SUBSURFACE		U	SOIL TO BE EXCAVATED.		U	WILL CALL AZ DEQ.			Y
ALL TABLES	27734	INC	TWA	PRIVATE ENTERPRISE	JAMAICA	NY	11432	UNAVAILABLE	1990-06-20	1990-06-20	FLIGHT 730, AN L1011 PLANE NUMBER 111013, FROM PHOENIX TO JFK AND ITJETTISONED ITS FUEL	AIRCRAFT	OTHER	OCCURRED		13 MILES NORTH OF	AIRPORT IN PHOENIX	PHOENIX	AZ	MARICOPA				1990-06-20	13:00:00	N	N	N	U		U		N	N	N	N		AIR		U	NONE		U	OCCURRED AT 7000 FT.			Y
ALL TABLES	27769	INC	ARIZONA PUBLIC SERVICE	PUBLIC UTILITY	PHOENIX	AZ	85072	UNAVAILABLE	1990-06-21	1990-06-21	PIPELINE RUPTURE FROM BULK STORAGE TANK	FIXED	EQUIPMENT FAILURE	DISCOVERED		5801 S WINTERSBURG RD	PALO VERDE NUCLEAR	WINTERSBURG	AZ	MARICOPA				1990-06-21	00:15:00	N	N	N	U		U		N					LAND			WILL RECOVER MATERIAL AND CONTAMINATED SOIL AND DISPOSE OF						Y
ALL TABLES	27992	INC	CALZONA TANKWAYS	PRIVATE ENTERPRISE	PHOENIX	AZ		UNAVAILABLE	1990-06-22	1990-06-22	DRIVER, WHO WORKED FOR REPORTING COMPANY, POURED 2 GAL OF GASOLINE ONTOGROUND	MOBILE	OPERATOR ERROR	OCCURRED		UNION OIL COMPANY	920 VIRGINIA STREET	MODESTO	CA	STANISLAUS				1990-06-19	00:30:00	N	N	N	U		U		N					LAND			GROUND EXCAVATION BEING DONE BY COMPANY EMPLOYEES						Y
ALL TABLES	28191	INC	US EXPRESS CO	PRIVATE ENTERPRISE	TUNNEL HILL	GA	30755	UNAVAILABLE	1990-06-24	1990-06-24	LEAKING 55 GAL BARREL/ BARREL SHIFTED ON TRUCK	MOBILE	UNKNOWN	DISCOVERED		INTERSTATE 10 AND BASE-	LINE ROAD	CHANDLER	AZ	MARICOPA				1990-06-24	15:00:00	N	N	N	U		U		N	N	N	N		LAND		U	A THICK LIQUID IS LEAKING OUT OF A BARREL ON TRUCK.   NO ACTION TOCLEAN UP YET.		U	COMPANY HAS BEEN NOTIFIED AND IS PLANNING CLEAN UP.DRIVER WILL CALL CHEMTREC.			Y
ALL TABLES	28537	INC	CHEMICAL WASTE MANAGEMENT	PRIVATE ENTERPRISE	PHOENEX	AZ	85041	UNAVAILABLE	1990-06-27	1990-06-27	ON SITE TRASH BIN / FIRE CAUSED BY UNKNOWN SOURCE	FIXED	OTHER	DISCOVERED		2301 WEST BROADWAY		PHOENEX	AZ	MARICOPA	85041			1990-06-27	00:05:00	N	N	N	U		U		N	N	N	N		AIR		U	FIRE WAS EXTINGUISHED		U	MATERIALS THAT BURNED WERE WOODEN PALLETSWILL CALL AZ DEQ			Y
ALL TABLES	28622	INC	CITY OF PHOENIX SEWAGE	PRIVATE ENTERPRISE	PHOENIX	AZ		UNAVAILABLE	1990-06-27	1990-06-27	WHILE DRIVING ON I-17(BLACK CANYON HGWY) CALLER SMELLS A VERY STRONGSEWAGE SMELL BEING EMITTED FROM CITY WATER TREATMENT PLANT	FIXED	OTHER	DISCOVERED		2301 WEST DURANGO		PHOENIX	AZ	MARICOPA				1990-06-27	12:00:00	N	N	N	U		U		N	N	N	N		AIR		U	NONE		U	CALL IS A COMPLAINT PERTAINING TO SEWAGE WHICH CALLER INSISTED ONREPORTING			Y
ALL TABLES	28815	INC	PACIFIC STANDARD SPCLTYS	PRIVATE ENTERPRISE	GLOBE	AZ	85502	UNAVAILABLE	1990-06-28	1990-06-28	FIRE IN A WAREHOUSE / UNKNOWN CAUSE OF THE FIRE	FIXED	UNKNOWN	OCCURRED		HWY 60 AND INSPIRATION RD		CLAYPOOL	AZ	GILA				1990-06-27	23:00:00	N	N	N	U		U		N					WATER			FIRE DEPT RESPONDED AND A PRIVATE CONTRACTOR IS ON SITE CLEANING UP THEAREA						Y
ALL TABLES	28989	INC	SALT RIVER PROJECT	PUBLIC UTILITY	PHOENIX	AZ	85072	UNAVAILABLE	1990-06-29	1990-06-29	CAPACITOR AT SUB STATION / CAPACITOR RUPTURED	FIXED	EQUIPMENT FAILURE	DISCOVERED		SUB STATION AT ASARCO	MINING CO	HADEN	AZ	GILA				1990-06-29	07:30:00	N	N	N	U		U		N					LAND			STOPED LEAK AND CLEANED AREA						Y
ALL TABLES	29221	INC		UNKNOWN		XX		UNAVAILABLE	1990-07-02	1990-07-02	UNKNOWN SOURCE AND CAUSE	UNKNOWN SHEEN	UNKNOWN	DISCOVERED		LAKE HAVASU	NEAR METROPOLITAN WATER	PARKER	AZ	MOHAVE				1990-07-01	14:00:00	N	N	N	U		U		N	N	N	N		WATER		U	NONE		U	8 55 GALLON DRUMS WERE SIGHTED UNDERWATER. LOCATED IN COVE JUST SOUTHOF WATER PUMPING PLANT.			Y
ALL TABLES	29397	INC	CONWAY WESTERN EXPRESS	PRIVATE ENTERPRISE	PHOENIX	AZ	85009	UNAVAILABLE	1990-07-03	1990-07-03	MATERIAL IN CONTAINER FELL OVER WHILE IN TRANSPORT. MATERIAL WAS IN BOXIN A SEMI-TRAILER	MOBILE	TRANSPORT ACCIDENT	OCCURRED		CORNER OF PINAL & WEST	BISNAGA ST	CASA GRANDE	AZ	PINAL	85009			1990-07-03	16:30:00	N	N	N	N	0	N	0	N					LAND			CHEMICAL WASTE MANAGEMENT WILL DO CLEAN UP						Y
ALL TABLES	30095	INC	ELOY FUEL AND SERVICE CO.	PRIVATE ENTERPRISE	ELOY	AZ	85231	UNAVAILABLE	1990-07-09	1990-07-09	TRUCK OVERFILLED STORAGE TANK	FIXED	OPERATOR ERROR	OCCURRED		412 EAST FRONTIER		ELOY	AZ	PINAL	85231			1990-07-09	09:10:00	N	N	N	U		U		N	N	N	N		LAND		U	CLEANUP IN PROGRESS		U	NONE			Y
ALL TABLES	30884	INC	SOUTHERN PACIFIC R/R	PRIVATE ENTERPRISE	SAN FRANCISCO	CA	94105	UNAVAILABLE	1990-07-13	1990-07-13	CONTAMINATED SOIL WAS DISCOVERED UNDER TWO EMPTY TANKS SITTING ON AFLATBED TRUCK TRAILER	MOBILE	UNKNOWN	DISCOVERED				RILLITO	AZ	PIMA				1990-07-13	06:00:00	N	N	N	U		U		N	N	N	N		LAND		U	NONE		U	TANK ONE WAS LABELED BENZENE 1000 GAL. TANK TWO WAS LABELED DIESEL FUEL1500 GAL			Y
ALL TABLES	31475	INC	PINAL GYPSUM	PRIVATE ENTERPRISE	COOLIDGE	AZ	85228	UNAVAILABLE	1990-07-18	1990-07-18	UNDERGROUND PIPELINE / PIPELINE RUPTURED WITH A BACKHOE	PIPELINE	OTHER	OCCURRED		PINAL GYPSUM	ATTAWAY RD.	COOLIDGE	AZ	PINAL	85228		3 MI E	1990-05-01	00:00:00	N	N	N	U		U		N	N	N	N		LAND		U	CONTAMINATED SOIL WAS REMOVED. LEAK SECURED.		U	CALLER DIDN'T HAVE EXACT DATE AND TIME OF THE INCIDENT.  HE JUST SAIDTHAT IT HAPPENED APPROX 2 MONTHS AGO.			Y
ALL TABLES	31823	INC	SUN COR	PRIVATE ENTERPRISE	LITCHFIELD PARK	AZ	85340	UNAVAILABLE	1990-07-20	1990-07-20	POLE MOUNTED TRANSFORMER / LEAK DUE TO A RIFLE BULLET	FIXED	OTHER	DISCOVERED				LITCHFIELD PARK	AZ	MARICOPA			1.5 MI NE	1990-07-16	00:00:00	N	N	N	U		U		N	N	N	N		LAND		U	CONTAINED SPILL IN LARGE BARREL.  CORDONED OFF THE AREA AND PLACED TARPOVER THE SPILL.  SEEKING BIDS FOR CLEANUP		U	WILL CALL AZ DEQ			Y
ALL TABLES	32434	INC	SOUTHWEST GAS CORP.	PRIVATE ENTERPRISE	PHOENIX	AZ	85072	UNAVAILABLE	1990-07-24	1990-07-24	"8"" PIPELINE / PIPELINE STRUCK BY A BACKHOE.NO FIRE OR EXPLOSION."	PIPELINE	OTHER	OCCURRED		4701 EAST WASHINGTON ST.		PHOENIX	AZ	MARICOPA				1990-07-24	10:20:00	N	N	Y	U		U		U	N	N	N		AIR		U	LEAK SECURED. COMPANY CREWS ARE REPAIRING THE PIPELINE. SERVICE WASINTERRUPTED FOR APPROX 20 BUSINESSES; SHOULD BE RESTORED BY 1900.		U	AZ CORP. COMM WAS ONSCENE.  EVACUEES HAVE BEEN ALLOWED TO RETURN.LCL F/D RESPONDED.			Y
ALL TABLES	32444	INC		UNKNOWN		XX		UNAVAILABLE	1990-07-24	1990-07-24	BARRELS/DUMPING	UNKNOWN SHEEN	DUMPING	OCCURRED				FORT THOMAS	AZ	GRAHAM				1990-07-20	15:00:00	N	N	N	U		U		N	N	N	N		LAND		U	NONE.		U	WILL CALL AZ DEQ.			Y
ALL TABLES	32535	INC	VAN WATERS AND ROGERS	PRIVATE ENTERPRISE	PHOENIX	AZ	85043	UNAVAILABLE	1990-07-25	1990-07-25	COMPANY HAD A FIRE AT THEIR FACILITY.  FIREFIGHTING WATER RUNOFF COULDPOSSIBLY BE CONTAMINATED.	FIXED	OTHER	OCCURRED		50 SOUTH 45TH AVE		PHOENIX	AZ	MARICOPA	85043			1990-07-25	02:30:00	N	N	N	U		U		N	N	N	N		LAND		U	SAMPLES OF WATER BEING SENT FOR TESTING. DEQ, LCL F/D AND LCL P/D WEREONSCENE. FIREFIGHTING WATER WAS CONTAINED IN DIKED AREA AT FACILITY.		U	FIREFIGHTING WATER IS BEING RECOVERED WITH A PUMP AND PUT INTO DRUMSAND A STORAGE TANK.			Y
ALL TABLES	32713	INC	MAGMA COPPER COMPANY	PRIVATE ENTERPRISE	MIAMI	AZ	85539	UNAVAILABLE	1990-07-26	1990-07-26	HOLE IN ACID STORAGE TANK DUE TO CORROSION.	FIXED	EQUIPMENT FAILURE	OCCURRED		PO BOX 100	HWY 60	MIAMI	AZ	GILA	85539			1990-07-25	13:30:00	N	N	N	U		U		N	N	N	N		UNKNOWN		U	LEAK GOES INTO SUMP.  PRODUCT WAS DILLUTED, COLLECTED AND PUMPED INTOSYSTEM.		U	WILL CALL STATEQUANTITY IS ALSO 3,300 GALLONS			Y
ALL TABLES	32716	INC	ACTION CHEMICAL COMPANY	PRIVATE ENTERPRISE	PHOENIX	AZ	85034	UNAVAILABLE	1990-07-26	1990-07-26	2 ABOVEGROUND STORAGE TANKS / VANDALS OPENED VALVES ON THE TANKS,RELEASING MATERIAL.	FIXED	OTHER	DISCOVERED		1225 SOUTH 7TH ST.		PHOENIX	AZ	MARICOPA	85034			1990-06-04	07:00:00	N	N	N	Y	1	U		N	N	N	N		LAND		U	LCL F/D RESPONDED. 'DISPOSAL CONTROL SERVICE' NEUTRALIZED AND CLEANEDUP THE SPILL. DEQ WAS ALSO ONSCENE.		U	1 INJURED PERSON TAKEN TO HOSPITAL, TREATED, THEN RELEASED.			Y
ALL TABLES	32883	INC	USAF - LUKE AFB	FEDERAL GOVERNMENT	LUKE AFB	AZ	85309	UNAVAILABLE	1990-07-27	1990-07-27	ABOVEGROUND STORAGE TANK / VALVE FAILURE	FIXED	EQUIPMENT FAILURE	OCCURRED		LUKE AFB	AT THE FUEL FARM	LUKE AFB	AZ	MARICOPA	85309			1990-07-26	06:00:00	N	N	N	U		U		N	N	N	N		LAND		U	BASE PERSONNEL USED SORBENTS TO RECOVER THE MATERIAL.  WILL PERFORMSOIL TESTS AND EXCAVATE THE CONTAMINATED SOIL.		U	NONE			Y
ALL TABLES	33347	INC	PHELPS DODGE MORENCI, INC	PRIVATE ENTERPRISE	MORENCI	AZ	85540	UNAVAILABLE	1990-07-30	1990-07-30	PIPE/LEAK	FIXED	EQUIPMENT FAILURE	DISCOVERED		PHELPS DODGE MORENCI	HWY 666	MORENCI	AZ	GREENLEE				1990-07-30	07:00:00	N	N	N	U		U		N	N	N	N		LAND		U	ACID NEUTRALIZED.		U	WILL CALL AZ DEQ.			Y
ALL TABLES	33380	INC	BRUSH WELLMAN	PRIVATE ENTERPRISE	TUCSON	AZ	85749	UNAVAILABLE	1990-07-31	1990-07-31	ACID STORAGE TANK OVERFILLED DUE TO LEVEL GAUGE FAILING	FIXED	EQUIPMENT FAILURE	OCCURRED		15 MILES NORTH OF DELTA	ON HWY 6	DELTA	UT	MILLARD				1990-07-30	20:15:00	N	N	N	U		U		N					LAND			MATERIAL SPILLED ON A BED OF LIMESTONE						Y
ALL TABLES	33602	INC	ROADWAY EXPRESS	PRIVATE ENTERPRISE	AKRON	OH	44309	UNAVAILABLE	1990-08-01	1990-08-01	5 GAL PAIL / IMPROPER PACKAGING	MOBILE	OPERATOR ERROR	DISCOVERED		TERMINAL	616 S SMITH RD	TEMPE	AZ	MARICOPA				1990-08-01	05:00:00	N	N	Y	U		U		N	N	N	N		AIR		U	TRAILER HAS BEEN ISOLATED, CHEMICAL WASTE MGMT RESPONSE PERSONNEL WILLENTER TRAILER TO EVALUATE SPILL		U	DETECTED ODOR FM TRAILER, TRAILER NOT BEEN ENTERED, UNK IF ACTUALLYSPILLED; 25+ PEOPLE FM FACILITY & MORE FM NEIGHBORHOOD WERE EVACUATED			Y
ALL TABLES	33607	INC	ARIZONA PAC WOOD PRESERV	PRIVATE ENTERPRISE	ELOY	AZ	85231	UNAVAILABLE	1990-08-01	1990-08-01	ABOVEGROUND STORAGE TANK/FAILED VALVE	FIXED	EQUIPMENT FAILURE	OCCURRED		850 W CHAMBER ST.		ELOY	AZ	PINAL				1990-07-31	22:30:00	N	N	N	U		U		N					LAND			SPILL CONTAINED WITH CONCRETE DIKE.MATERIAL RECOVERED USING VACUUMS.						Y
ALL TABLES	33806	INC	WESTERN AREA POWER ADMIN	FEDERAL GOVERNMENT	PHOENIX	AZ	85005	UNAVAILABLE	1990-08-02	1990-08-02	CAPACITOR / RUPTURED	FIXED	EQUIPMENT FAILURE	OCCURRED		LIBERTY SUBSTATION		LIBERTY	AZ	MARICOPA				1990-07-31	00:00:00	N	N	N	U		U		N					LAND			THE MATERIAL WILL BE RECOVERED						Y
