to_committee	to_cand_id	item_prim_gen	item_trans_code	item_trans_type	item_entity_type	from_name	from_affiliation	to_name	item_date	item_amount_orig	item_memo	item_memo_text	item_image_id
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	ROLLS-ROYCE NORTH AMERICA HOLDINGS INC. PAC (ROLLS-ROYCE NORTH AMERICA PAC)	ROLLS-ROYCE NORTH AMERICA HOLDINGS INC.	FRIENDS OF JOHN MCCAIN INC	2015-01-08	1000		CONTRIBUTION	15970264247
C00512236	H2AZ08102	P	24Z	IN-KIND CONTRIBUTION TO REGULAR FILER	CCM	HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE	HONEYWELL INTERNATIONAL	HONEYWELL INTERNATIONAL	2015-02-03	3	X	IN-KIND CONTRIBUTION: ROOM RENTAL FOR FUNDRAISER	15950887003
C00512236	H2AZ08102	P	24Z	IN-KIND CONTRIBUTION TO REGULAR FILER	CCM	HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE	HONEYWELL INTERNATIONAL	SUSAN GAGE CATERERS	2015-02-03	78	X	IN-KIND CONTRIBUTION: CATERING	15950887003
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE	HONEYWELL INTERNATIONAL	GALLEGO FOR ARIZONA	2015-02-11	2000			15950887003
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BLANK  ROME PAC	NONE	FRIENDS OF JOHN MCCAIN INC	2015-02-05	1000			15951084884
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FREEDOM PROJECT; THE	FRIENDS OF JOHN BOEHNER	MCSALLY FOR CONGRESS	2015-02-23	5000			15951092988
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FREEDOM PROJECT; THE	FRIENDS OF JOHN BOEHNER	MCSALLY FOR CONGRESS	2015-02-24	5000			15951092988
C00374058	H2AZ07070	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HUMAN RIGHTS CAMPAIGN PAC	HUMAN RIGHTS CAMPAIGN	A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE	2015-02-27	1000			15951093143
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HUMAN RIGHTS CAMPAIGN PAC	HUMAN RIGHTS CAMPAIGN	GALLEGO FOR ARIZONA	2015-02-27	1000			15951093144
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	LEVEL 3 COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE	TW TELECOM INC. POLITICAL ACTION COMMITTEE	KYRSTEN SINEMA FOR CONGRESS	2015-01-28	-4000		VOID - KYRSTEN SINEMA FOR CONGRESS	15951093302
C00558627	H4AZ07043	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	LEVEL 3 COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE	TW TELECOM INC. POLITICAL ACTION COMMITTEE	GALLEGO FOR ARIZONA	2015-01-28	-4000		VOID - GALLEGO FOR ARIZONA	15951093302
C00437293	H8AZ01104	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	TRANSPORT WORKERS UNION POLITICAL CONTRIBUTIONS COMMITTEE	TRANSPORT WORKERS UNION OF AMERICA	KIRKPATRICK FOR ARIZONA	2015-01-23	1000			15970269651
C00374058	H2AZ07070	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	UNITED PARCEL SERVICE INC. PAC	UNITED PARCEL SERVICE INC.	A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESS CMTE	2015-01-28	-500		VOIDED: ORIGINAL CHECK DATED 08/21/14	15950624681
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	AMERICAN BANKERS ASSOCIATION PAC (BANKPAC)	ARKANSAS BANKERS ASSOCIATION PAC INC.	PAUL GOSAR FOR CONGRESS	2015-01-26	1000			15950624944
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM	NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS	MCSALLY FOR CONGRESS	2015-01-15	1000		DEBT RETIREMENT	15970268262
C00540617	H4AZ06045	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	EXPRESS SCRIPTS INC. POLITICAL FUND (A/K/A EXPRESS SCRIPTS PAC)	EXPRESS SCRIPTS, INC	DAVID SCHWEIKERT FOR CONGRESS	2015-01-28	5000			15950622392
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BRIDGEPOINT EDUCATION INC. PAC	BRIDGEPOINT EDUCATION, INC.	GALLEGO FOR ARIZONA	2015-02-10	1000		DIRECT CONTRIBUTION	15970295995
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BRIDGEPOINT EDUCATION INC. PAC	BRIDGEPOINT EDUCATION, INC.	FRIENDS OF JOHN MCCAIN, INC.	2015-02-09	1000		DIRECT CONTRIBUTION	15970295993
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	SERVICES GROUP OF AMERICA POLITICAL ACTION COMMITTEE (SGA PAC)		MCSALLY FOR CONGRESS	2015-02-25	2500			15950860841
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	INTERNATIONAL PAPER POLITICAL ACTION COMMITTEE (IP-PAC)	INTERNATIONAL PAPER	MCSALLY FOR CONGRESS	2015-01-29	1000		2014 GENERAL ELECTION DEBT RETIREMENT	15950611596
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	EXXON MOBIL CORPORATION POLITICAL ACTION COMMITTEE (EXXONMOBIL PAC)	XTO ENERGY INC. FED PAC	MCSALLY FOR CONGRESS	2015-01-16	5000		DEBT REDUCTION G2014	15950612345
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION ACTIVE BALLOT CLUB	UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION	KYRSTEN SINEMA FOR CONGRESS	2015-01-12	5000		CONTRIBUTION	15950612378
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION ACTIVE BALLOT CLUB	UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION	GALLEGO FOR ARIZONA	2015-01-12	5000		CONTRIBUTION	15950612378
C00437293	H8AZ01104	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION ACTIVE BALLOT CLUB	UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION	KIRKPATRICK FOR ARIZONA	2015-01-12	5000		CONTRIBUTION	15950612378
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION ACTIVE BALLOT CLUB	UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION	KYRSTEN SINEMA FOR CONGRESS	2015-01-13	5000		CONTRIBUTION	15950612379
C00558627	H4AZ07043	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION ACTIVE BALLOT CLUB	UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION	GALLEGO FOR ARIZONA	2015-01-13	5000		CONTRIBUTION	15950612379
C00437293	H8AZ01104	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION ACTIVE BALLOT CLUB	UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION	KIRKPATRICK FOR ARIZONA	2015-01-13	5000		CONTRIBUTION	15950612380
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	THE CATERPILLAR INC. EMPLOYEE POLITICAL ACTION COMMITTEE	CATERPILLAR INC.	FRIENDS OF JOHN MCCAIN INC	2015-02-12	5000			15970310284
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND	THE NATIONAL RIFLE ASSOCIATION OF AMERICA	MCSALLY FOR CONGRESS	2015-01-12	2500		DEBT RETIREMENT	15970309442
C00437293	H8AZ01104	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE (AAJ PAC)	AMERICAN ASSOCIATION FOR JUSTICE	KIRKPATRICK FOR ARIZONA	2015-01-28	1000		PRIMARY 2016 / HOUSE	15970309295
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FEDEX CORPORATION POLITICAL ACTION COMMITTEE (FEDEXPAC)	FEDEX CORPORATION	FRIENDS OF JOHN MCCAIN INC	2015-02-10	3000		DIRECT CONTRIBUTION	15970309361
C00540310	S6AZ00019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FEDEX CORPORATION POLITICAL ACTION COMMITTEE (FEDEXPAC)	FEDEX CORPORATION	FRIENDS OF JOHN MCCAIN INC	2015-02-10	5000		DIRECT CONTRIBUTION	15970309361
C00347260	S2AZ00141	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	I-VOTE HEALTH OF IASIS HEALTHCARE CORP AKA I-VOTE HEALTH OF IASIS HEALTHCARE		JEFF FLAKE FOR US SENATE INC	2015-01-27	2500			15950623920
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	ENTERPRISE HOLDINGS, INC. POLITICAL ACTION COMMITTEE	ENTERPRISE HOLDINGS, INC.	FRIENDS OF JOHN MCCAIN	2015-02-19	2000		CONTRIBUTION	15970309877
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	UNITED TECHNOLOGIES CORPORATION POLITICAL ACTION COMMITTEE	UNITED TECHNOLOGIES CORPORATION	MCSALLY FOR CONGRESS	2015-01-22	1000		GENERAL DEBT RETIREMENT	15970271835
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	LABORERS' INTERNATIONAL UNION OF NORTH AMERICA (LIUNA) PAC	LABORERS' INTERNATIONAL UNION OF NORTH AMERICA	KYRSTEN SINEMA FOR CONGRESS	2015-01-26	-2500		VOIDED CHECK FROM 7/1/2014	15950628304
C00437293	H8AZ01104	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	FLORIDA SUGAR CANE LEAGUE PAC	FLORIDA SUGAR CANE LEAGUE	KIRKPATRICK FOR ARIZONA	2015-03-04	1000			15951112603
C00540310	S6AZ00019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AZOA SERVICES CORPORATION POLITICAL ACTION COMMITTEE (ALLIANZ OF AMERICA PAC)	AZOA SERVICES CORPORATION	FRIENDS OF JOHN MCCAIN INC	2015-03-24	1000			15951111672
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	THE KRAFT HEINZ COMPANY POLITICAL ACTION COMMITTEE (HEINZPAC)		GALLEGO FOR ARIZONA	2015-03-04	1000			15951111767
C00437293	H8AZ01104	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	WESTERN SUGAR COOPERATIVE POLITICAL ACTION COMMITTEE		KIRKPATRICK FOR ARIZONA	2015-02-23	2000			15951117096
C00374058	H2AZ07070	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	WESTERN SUGAR COOPERATIVE POLITICAL ACTION COMMITTEE		A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL C	2015-02-23	1000			15951117097
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HUNTINGTON INGALLS INDUSTRIES, INC. PAC (SHIPPAC)	HUNTINGTON INGALLS INDUSTRIES, INC.	FRIENDS OF JOHN MCCAIN INC	2015-03-02	2500		DIRECT CONTRIBUTION	15970333953
C00347260	S2AZ00141	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	COALPAC, A POLITICAL ACTION COMMITTEE OF THE NATIONAL MINING ASSOCIATION	NATIONAL MINING ASSOCIATION	JEFF FLAKE FOR US SENATE INC.	2015-01-30	1000			15950809375
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL ASSOCIATION OF LETTER CARRIERS OF U.S.A. POLITICAL FUND (LETTER CARRIER POLITICAL FUND)	BRANCH 193 NATIONAL ASSOCIATION OF LETTER CARRIERS POLITICAL ACTION COMMITTEE	GALLEGO FOR ARIZONA	2015-02-27	1500			15951084611
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	THE COCA-COLA COMPANY NONPARTISAN COMMITTEE FOR GOOD GOVERNMENT	THE COCA-COLA COMPANY	FRIENDS OF JOHN MCCAIN INC	2015-01-13	2500			15970270547
C00495630	H4AZ01038	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL ASSOCIATION OF CONVENIENCE STORES POLITICAL ACTION COMMITTEE	NATIONAL ASSOCIATION OF CONVENIENCE STORES	SALMON FOR CONGRESS	2015-01-23	2500			15950625841
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC)	AT&T INC.	KYRSTEN SINEMA FOR CONGRESS	2015-03-27	2000			15970334294
C00437293	H8AZ01104	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC)	AT&T INC.	KIRKPATRICK FOR ARIZONA	2015-03-27	2000			15970334298
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC)	AT&T INC.	GALLEGO FOR ARIZONA	2015-03-13	1000			15970334271
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC)	AT&T INC.	GALLEGO FOR ARIZONA	2015-03-20	1000			15970334280
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	MARRIOTT INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE	MARRIOTT INTERNATIONAL, INC.	FRIENDS OF JOHN MCCAIN	2015-03-23	2500			15970334631
C00437293	H8AZ01104	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	AMERICAN COUNCIL OF ENGINEERING COMPANIES (ACEC/PAC)	AMERICAN COUNCIL OF ENGINEERING COMPANIES	KIRKPATRICK FOR ARIZONA	2015-01-14	-3000			15950807550
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FRIENDS OF SAM JOHNSON	TEXANS FOR TEXANS	MCSALLY FOR CONGRESS	2015-03-03	1000			15970333823
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	VARGAS FOR CONGRESS		KRYSTEN SINEMA FOR CONGRESS	2015-03-30	500			15951118933
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN AIRLINES INC. POLITICAL ACTION COMMITTEE (AAPAC)	AMERICAN AIRLINES	MCSALLY FOR CONGRESS	2015-01-19	2000			15950627906
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	EXELIS EMPLOYEES PAC / HARRIS CORPORATION		FRIENDS OF JOHN MCCAIN	2015-01-29	1000		DIRECT CONTRIBUTION	15950626376
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BOK FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE	BOK FINANCIAL CORP.	FRIENDS OF JOHN MCCAIN INC	2015-03-02	250			15951119657
C00347260	S2AZ00141	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	TWENTY-FIRST CENTURY FOX, INC. PAC (FOX PAC)	TWENTY-FIRST CENTURY FOX, INC.	JEFF FLAKE FOR US SENATE INC	2015-01-30	2500			15970273763
C00437293	H8AZ01104	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC)	BNSF RAILWAY COMPANY	KIRKPATRICK FOR ARIZONA	2015-01-28	1000			15950630208
C00347260	S2AZ00141	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	MINEPAC, A POLITICAL ACTION COMMITTEE OF THE NATIONAL MINING ASSOCIATION		JEFF FLAKE FOR US SENATE INC.	2015-01-30	1500			15950809475
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONWIDE MUTUAL INSURANCE COMPANY FINANCIAL & INVESTMENTS POLITICAL ACTION COMMITTEE	NATIONWIDE MUTUAL INSURANCE COMPANY	MCSALLY FOR CONGRESS	2015-02-20	1000			15950869793
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE		MCSALLY FOR CONGRESS	2015-01-06	2500			15950870812
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE		MCSALLY FOR CONGRESS	2015-02-11	2500			15970301344
C00437293	H8AZ01104	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN CRYSTAL SUGAR COMPANY POLITICAL ACTION COMMITTEE	AMERICAN CRYSTAL SUGAR COMPAY	KIRKPATRICK FOR ARIZONA	2015-02-06	5000			15950861121
C00437293	H8AZ01104	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN CRYSTAL SUGAR COMPANY POLITICAL ACTION COMMITTEE	AMERICAN CRYSTAL SUGAR COMPAY	KIRKPATRICK FOR ARIZONA	2015-02-06	5000			15950861121
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	EXELIS EMPLOYEES PAC / HARRIS CORPORATION		MCSALLY FOR CONGRESS	2015-02-13	1000		DIRECT CONTRIBUTION	15970296512
C00437293	H8AZ01104	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC)	SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC)	ANN KIRKPATRICK FOR ARIZONA	2015-02-11	1000			15950861673
C00374058	H2AZ07070	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC)	SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC)	RAUL GRIJALVA, A WHOLE LOT OF PEOPLE FOR	2015-02-11	1000			15950861674
C00367110	H4AZ04024	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC)	SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC)	TRENT FRANKS TO CONGRESS, COMMITTEE TO RE-ELECT	2015-02-11	1000			15950861675
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE		MCSALLY FOR CONGRESS	2015-03-16	2500			15951122148
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE		KYRSTEN SINEMA FOR CONGRESS	2015-03-02	2500			15951122132
C00540617	H4AZ06045	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE		DAVID SCHWEIKERT FOR CONGRESS	2015-03-30	2500			15951122160
C00495630	H4AZ01038	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	TURKISH COALITON USA PAC (TC-USA PAC)	NONE	SALMON FOR CONGRESS	2015-01-05	1000			15970274634
C00495630	H4AZ01038	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	MAJORITY COMMITTEE PAC--MC PAC	MCCARTHY	SALMON FOR CONGRESS	2015-01-29	5000			15950808109
C00495630	H4AZ01038	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	ORG	NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE	ILLINOIS RPAC FED	SALMON FOR CONGRESS	2015-02-23	1000			15950874304
C00437293	H8AZ01104	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	ORG	NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE	ILLINOIS RPAC FED	KIRKPATRICK FOR ARIZONA	2015-02-23	1000			15950874304
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE	ILLINOIS RPAC FED	MCSALLY FOR CONGRESS	2015-02-23	1000			15950874305
C00367110	H4AZ04024	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	ORG	NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE	ILLINOIS RPAC FED	COMMITTEE TO RE-ELECT TRENT FRANKS TO CONGRESS	2015-02-23	500			15950874305
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	ORG	NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE	ILLINOIS RPAC FED	PAUL GOSAR FOR CONGRESS	2015-02-23	1000			15950874305
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	DTE ENERGY CO. PAC - FEDERAL		PAUL GOSAR FOR CONGRESS	2015-02-20	1000		DIRECT CONTRIBUTION	15950885171
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	GRAND CANYON STATE CAUCUS	GRAND CANYON STATE CAUCUS	FRIENDS OF JOHN MCCAIN INC	2015-02-19	1000			15970306241
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	MORTGAGE BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE (MORPAC)	MORTGAGE BANKERS ASSOCIATION	KYRSTEN SINEMA FOR CONGRESS	2015-02-24	1000			15950883325
C00437293	H8AZ01104	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION RURAL BROADBAND PAC	NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION	KIRKPATRICK FOR ARIZONA	2015-03-24	1000			15951103712
C00540617	H4AZ06045	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FINANCIAL SERVICES POLITICAL COMMITTEE	NONE	FRIENDS OF DAVID SCHWEIKERT	2015-03-17	1000			15970323382
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	COMMERCE BANCSHARES, INC., PAC	COMMERCE BANCSHARES, INC.	FRIENDS OF JOHN MCCAIN	2015-03-13	1000			15951105909
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONWIDE MUTUAL INSURANCE COMPANY FINANCIAL & INVESTMENTS POLITICAL ACTION COMMITTEE	NATIONWIDE MUTUAL INSURANCE COMPANY	KYRSTEN SINEMA FOR CONGRESS	2015-03-27	1000			15951128731
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE	HONEYWELL INTERNATIONAL	MCSALLY FOR CONGRESS	2015-01-26	2000			15950811682
C00495630	H4AZ01038	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE	HONEYWELL INTERNATIONAL	SALMON FOR CONGRESS	2015-01-26	5000			15950811682
C00540617	H4AZ06045	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE	HONEYWELL INTERNATIONAL	DAVID SCHWEIKERT FOR CONGRESS	2015-01-26	2000			15950811683
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	D.R.I.V.E. - DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION (THE PAC OF THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS)	INTERNATIONAL BROTHERHOOD OF TEAMSTERS	GALLEGO FOR ARIZONA	2015-02-12	5000		PRIMARY DEBT 2014	15950883940
C00540617	H4AZ06045	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	EBAY INC-COMMITTEE FOR RESPONSIBLE INTERNET COMMERCE	EBAY, INC.	FRIENDS OF DAVID SCHWEIKERT	2015-02-09	1000			15950884047
