original order	Original	PACEIndicator	Report date	County	Enrollment	orig total
505	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	ONEIDA	20.0	7825.0
506	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	ONONDAGA	21.0	7825.0
507	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	ORANGE	392.0	7825.0
508	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	OSWEGO	5.0	7825.0
509	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	PUTNAM	5.0	7825.0
510	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	RENSSELAER	17.0	7825.0
511	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	ROCKLAND	289.0	7825.0
512	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	SCHENECTADY	27.0	7825.0
513	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	STEUBEN	1.0	7825.0
514	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	SUFFOLK	413.0	7825.0
515	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	SULLIVAN	5.0	7825.0
516	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	TIOGA	1.0	7825.0
517	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	TOMPKINS	2.0	7825.0
518	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	ULSTER	18.0	7825.0
519	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	WARREN	1.0	7825.0
520	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	WASHINGTON	6.0	7825.0
521	FIDELIS CARE AT HOME	Partial capitation	JANUARY 1, 2014	WESTCHESTER	239.0	7825.0
523	GUILDNET	Partial capitation	JANUARY 1, 2014	NASSAU	1488.0	14411.0
524	GUILDNET	Partial capitation	JANUARY 1, 2014	NEW YORK	11436.0	14411.0
525	GUILDNET	Partial capitation	JANUARY 1, 2014	SUFFOLK	1324.0	14411.0
526	GUILDNET	Partial capitation	JANUARY 1, 2014	WESTCHESTER	163.0	14411.0
528	HAMASPIK CHOICE	Partial capitation	JANUARY 1, 2014	ORANGE	47.0	103.0
529	HAMASPIK CHOICE	Partial capitation	JANUARY 1, 2014	ROCKLAND	29.0	103.0
530	HAMASPIK CHOICE	Partial capitation	JANUARY 1, 2014	SULLIVAN	27.0	103.0
532	HHH CHOICES	Partial capitation	JANUARY 1, 2014	NEW YORK	2293.0	2373.0
533	HHH CHOICES	Partial capitation	JANUARY 1, 2014	WESTCHESTER	80.0	2373.0
535	HIP OF GREATER NEW YORK	Partial capitation	JANUARY 1, 2014	NASSAU	253.0	1351.0
536	HIP OF GREATER NEW YORK	Partial capitation	JANUARY 1, 2014	NEW YORK	995.0	1351.0
537	HIP OF GREATER NEW YORK	Partial capitation	JANUARY 1, 2014	SUFFOLK	62.0	1351.0
538	HIP OF GREATER NEW YORK	Partial capitation	JANUARY 1, 2014	WESTCHESTER	41.0	1351.0
540	INDEPENDENCE CARE SYSTEMS	Partial capitation	JANUARY 1, 2014	NEW YORK	5076.0	5076.0
542	INTEGRA	Partial capitation	JANUARY 1, 2014	NASSAU	28.0	748.0
543	INTEGRA	Partial capitation	JANUARY 1, 2014	NEW YORK	693.0	748.0
544	INTEGRA	Partial capitation	JANUARY 1, 2014	SUFFOLK	15.0	748.0
545	INTEGRA	Partial capitation	JANUARY 1, 2014	WESTCHESTER	12.0	748.0
547	METROPLUS 	Partial capitation	JANUARY 1, 2014	NEW YORK	465.0	465.0
549	MONTEFIORE HMO	Partial capitation	JANUARY 1, 2014	NEW YORK	70.0	86.0
550	MONTEFIORE HMO	Partial capitation	JANUARY 1, 2014	WESTCHESTER	16.0	86.0
552	NORTH SHORE-LIJ HEALTH PLAN	Partial capitation	JANUARY 1, 2014	NASSAU	209.0	481.0
553	NORTH SHORE-LIJ HEALTH PLAN	Partial capitation	JANUARY 1, 2014	NEW YORK	269.0	481.0
554	NORTH SHORE-LIJ HEALTH PLAN	Partial capitation	JANUARY 1, 2014	SUFFOLK	3.0	481.0
556	SENIOR HEALTH PARTNERS INC	Partial capitation	JANUARY 1, 2014	NASSAU	197.0	10924.0
557	SENIOR HEALTH PARTNERS INC	Partial capitation	JANUARY 1, 2014	NEW YORK	10618.0	10924.0
558	SENIOR HEALTH PARTNERS INC	Partial capitation	JANUARY 1, 2014	WESTCHESTER	109.0	10924.0
560	SENIOR NETWORK HEALTH	Partial capitation	JANUARY 1, 2014	HERKIMER	50.0	458.0
561	SENIOR NETWORK HEALTH	Partial capitation	JANUARY 1, 2014	ONEIDA	408.0	458.0
563	SENIOR WHOLE HEALTH	Partial capitation	JANUARY 1, 2014	NEW YORK	668.0	668.0
565	TOTAL AGING IN PLACE PROGRAM	Partial capitation	JANUARY 1, 2014	ERIE	119.0	119.0
567	UNITED HEALTHCARE	Partial capitation	JANUARY 1, 2014	NEW YORK	604.0	604.0
569	VILLAGE CARE 	Partial capitation	JANUARY 1, 2014	NEW YORK	2550.0	2550.0
571	VNA HEALTHCARE OPTIONS	Partial capitation	JANUARY 1, 2014	MADISON	8.0	199.0
572	VNA HEALTHCARE OPTIONS	Partial capitation	JANUARY 1, 2014	ONONDAGA	191.0	199.0
574	VNS CHOICE	Partial capitation	JANUARY 1, 2014	ALBANY	53.0	17683.0
575	VNS CHOICE	Partial capitation	JANUARY 1, 2014	COLUMBIA	7.0	17683.0
576	VNS CHOICE	Partial capitation	JANUARY 1, 2014	DUTCHESS	10.0	17683.0
577	VNS CHOICE	Partial capitation	JANUARY 1, 2014	GREENE	4.0	17683.0
578	VNS CHOICE	Partial capitation	JANUARY 1, 2014	NASSAU	316.0	17683.0
579	VNS CHOICE	Partial capitation	JANUARY 1, 2014	NEW YORK	16911.0	17683.0
580	VNS CHOICE	Partial capitation	JANUARY 1, 2014	ORANGE	7.0	17683.0
581	VNS CHOICE	Partial capitation	JANUARY 1, 2014	RENSSELAER	2.0	17683.0
582	VNS CHOICE	Partial capitation	JANUARY 1, 2014	ROCKLAND	6.0	17683.0
583	VNS CHOICE	Partial capitation	JANUARY 1, 2014	SARATOGA	1.0	17683.0
584	VNS CHOICE	Partial capitation	JANUARY 1, 2014	SUFFOLK	106.0	17683.0
585	VNS CHOICE	Partial capitation	JANUARY 1, 2014	SULLIVAN	1.0	17683.0
586	VNS CHOICE	Partial capitation	JANUARY 1, 2014	ULSTER	2.0	17683.0
587	VNS CHOICE	Partial capitation	JANUARY 1, 2014	WESTCHESTER	257.0	17683.0
589	WELLCARE	Partial capitation	JANUARY 1, 2014	ALBANY	10.0	5605.0
590	WELLCARE	Partial capitation	JANUARY 1, 2014	ERIE	76.0	5605.0
591	WELLCARE	Partial capitation	JANUARY 1, 2014	NASSAU	55.0	5605.0
592	WELLCARE	Partial capitation	JANUARY 1, 2014	NEW YORK	5250.0	5605.0
593	WELLCARE	Partial capitation	JANUARY 1, 2014	ORANGE	67.0	5605.0
594	WELLCARE	Partial capitation	JANUARY 1, 2014	ROCKLAND	81.0	5605.0
595	WELLCARE	Partial capitation	JANUARY 1, 2014	SUFFOLK	13.0	5605.0
596	WELLCARE	Partial capitation	JANUARY 1, 2014	ULSTER	30.0	5605.0
597	WELLCARE	Partial capitation	JANUARY 1, 2014	WESTCHESTER	23.0	5605.0
608	PROVIDER	Partial capitation	FEBRUARY 1, 2008	COUNTY	TOTAL ENROLLMENT	383.0
609	PROVIDER	Partial capitation	FEBRUARY 1, 2008	COUNTY	NUMB	383.0
610	AMERIGROUP	Partial capitation	FEBRUARY 1, 2008	NYC	383.0	383.0
612	CCM SELECT	Partial capitation	FEBRUARY 1, 2008	NYC	615.0	628.0
613	CCM SELECT	Partial capitation	FEBRUARY 1, 2008	WESTCHESTER	13.0	628.0
615	COMPREHENSIVE CARE MGMT 	Partial capitation	FEBRUARY 1, 2008	NYC	2178.0	2331.0
616	COMPREHENSIVE CARE MGMT 	Partial capitation	FEBRUARY 1, 2008	WESTCHESTER	153.0	2331.0
618	EDDY SENIOR CARE	Partial capitation	FEBRUARY 1, 2008	ALBANY	2.0	93.0
619	EDDY SENIOR CARE	Partial capitation	FEBRUARY 1, 2008	SCHENECTADY	90.0	93.0
620	EDDY SENIOR CARE	Partial capitation	FEBRUARY 1, 2008	SCHOHARIE	1.0	93.0
622	ELANT	Partial capitation	FEBRUARY 1, 2008	ORANGE	95.0	127.0
623	ELANT	Partial capitation	FEBRUARY 1, 2008	ROCKLAND	32.0	127.0
625	GUILDNET	Partial capitation	FEBRUARY 1, 2008	NASSAU	557.0	6751.0
626	GUILDNET	Partial capitation	FEBRUARY 1, 2008	NYC	6042.0	6751.0
627	GUILDNET	Partial capitation	FEBRUARY 1, 2008	SUFFOLK	152.0	6751.0
629	HHH CHOICES	Partial capitation	FEBRUARY 1, 2008	NYC	617.0	617.0
631	HOMEFIRST	Partial capitation	FEBRUARY 1, 2008	NYC	2454.0	2454.0
633	INDEPENDENCE CARE SYSTEMS	Partial capitation	FEBRUARY 1, 2008	NYC	1271.0	1271.0
635	INDEPENDENT LIVING FOR SENIORS	Partial capitation	FEBRUARY 1, 2008	MONROE	259.0	259.0
637	PACE CNY	Partial capitation	FEBRUARY 1, 2008	ONONDAGA	294.0	294.0
639	PARTNERS IN COMMUNITY CARE	Partial capitation	FEBRUARY 1, 2008	ORANGE	131.0	181.0
640	PARTNERS IN COMMUNITY CARE	Partial capitation	FEBRUARY 1, 2008	ROCKLAND	50.0	181.0
642	SENIOR HEALTH PARTNERS INC	Partial capitation	FEBRUARY 1, 2008	NYC	956.0	956.0
644	SENIOR NETWORK HEALTH	Partial capitation	FEBRUARY 1, 2008	HERKIMER	27.0	359.0
645	SENIOR NETWORK HEALTH	Partial capitation	FEBRUARY 1, 2008	ONEIDA	332.0	359.0
647	TOTAL AGING IN PLACE PROGRAM	Partial capitation	FEBRUARY 1, 2008	ERIE	139.0	139.0
649	VNS CHOICE	Partial capitation	FEBRUARY 1, 2008	NYC	5841.0	5841.0
651	WELLCARE	Partial capitation	FEBRUARY 1, 2008	NYC	11.0	11.0
670	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2009	NEW YORK	2171.0	2340.0
671	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2009	WESTCHESTER	169.0	2340.0
673	EDDY SENIOR CARE	PACE plan	FEBRUARY 1, 2009	ALBANY	1.0	108.0
674	EDDY SENIOR CARE	PACE plan	FEBRUARY 1, 2009	SCHENECTADY	106.0	108.0
675	EDDY SENIOR CARE	PACE plan	FEBRUARY 1, 2009	SCHOHARIE	1.0	108.0
677	INDEPENDENT LIVING FOR SENIORS	PACE plan	FEBRUARY 1, 2009	MONROE	243.0	243.0
679	PACE CNY	PACE plan	FEBRUARY 1, 2009	CHAUTAUQUA	1.0	326.0
680	PACE CNY	PACE plan	FEBRUARY 1, 2009	ONONDAGA	325.0	326.0
685	AMERIGROUP	Partial capitation	FEBRUARY 1, 2009	NEW YORK	441.0	441.0
687	CCM SELECT	Partial capitation	FEBRUARY 1, 2009	NEW YORK	1072.0	1091.0
688	CCM SELECT	Partial capitation	FEBRUARY 1, 2009	WESTCHESTER	19.0	1091.0
690	ELANT	Partial capitation	FEBRUARY 1, 2009	ORANGE	99.0	133.0
691	ELANT	Partial capitation	FEBRUARY 1, 2009	ROCKLAND	34.0	133.0
693	GUILDNET	Partial capitation	FEBRUARY 1, 2009	NASSAU	513.0	6500.0
694	GUILDNET	Partial capitation	FEBRUARY 1, 2009	NEW YORK	5760.0	6500.0
695	GUILDNET	Partial capitation	FEBRUARY 1, 2009	SUFFOLK	227.0	6500.0
697	HHH CHOICES	Partial capitation	FEBRUARY 1, 2009	NEW YORK	713.0	713.0
699	HOMEFIRST	Partial capitation	FEBRUARY 1, 2009	NEW YORK	2996.0	2996.0
701	INDEPENDENCE CARE SYSTEMS	Partial capitation	FEBRUARY 1, 2009	NEW YORK	1339.0	1339.0
703	PARTNERS IN COMMUNITY CARE	Partial capitation	FEBRUARY 1, 2009	ORANGE	158.0	255.0
704	PARTNERS IN COMMUNITY CARE	Partial capitation	FEBRUARY 1, 2009	ROCKLAND	97.0	255.0
706	SENIOR HEALTH PARTNERS INC	Partial capitation	FEBRUARY 1, 2009	NEW YORK	1408.0	1408.0
708	SENIOR NETWORK HEALTH	Partial capitation	FEBRUARY 1, 2009	HERKIMER	39.0	353.0
709	SENIOR NETWORK HEALTH	Partial capitation	FEBRUARY 1, 2009	ONEIDA	314.0	353.0
711	TOTAL AGING IN PLACE PROGRAM	Partial capitation	FEBRUARY 1, 2009	ERIE	144.0	144.0
713	VNS CHOICE	Partial capitation	FEBRUARY 1, 2009	NEW YORK	6772.0	6772.0
715	WELLCARE	Partial capitation	FEBRUARY 1, 2009	NEW YORK	154.0	154.0
729	ARCHCARE SENIOR LIFE	PACE plan	FEBRUARY 1, 2010	NEW YORK	15.0	15.0
731	CHS BUFFALO LIFE	PACE plan	FEBRUARY 1, 2010	ERIE	10.0	10.0
733	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2010	NASSAU	11.0	2518.0
734	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2010	NEW YORK	2275.0	2518.0
735	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2010	SUFFOLK	60.0	2518.0
736	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2010	WESTCHESTER	172.0	2518.0
738	EDDY SENIOR CARE	PACE plan	FEBRUARY 1, 2010	SCHENECTADY	101.0	101.0
740	INDEPENDENT LIVING FOR SENIORS	PACE plan	FEBRUARY 1, 2010	MONROE	268.0	268.0
742	PACE CNY	PACE plan	FEBRUARY 1, 2010	CHAUTAUQUA	1.0	351.0
743	PACE CNY	PACE plan	FEBRUARY 1, 2010	ONONDAGA	350.0	351.0
745	TOTAL SENIOR CARE	PACE plan	FEBRUARY 1, 2010	CATTARAUGUS	29.0	29.0
750	AMERIGROUP	Partial capitation	FEBRUARY 1, 2010	NEW YORK	717.0	717.0
752	CCM SELECT	Partial capitation	FEBRUARY 1, 2010	NEW YORK	1510.0	1534.0
753	CCM SELECT	Partial capitation	FEBRUARY 1, 2010	WESTCHESTER	24.0	1534.0
755	ELANT	Partial capitation	FEBRUARY 1, 2010	ORANGE	112.0	147.0
756	ELANT	Partial capitation	FEBRUARY 1, 2010	ROCKLAND	35.0	147.0
758	GUILDNET	Partial capitation	FEBRUARY 1, 2010	NASSAU	461.0	6373.0
759	GUILDNET	Partial capitation	FEBRUARY 1, 2010	NEW YORK	5604.0	6373.0
760	GUILDNET	Partial capitation	FEBRUARY 1, 2010	SUFFOLK	308.0	6373.0
762	HHH CHOICES	Partial capitation	FEBRUARY 1, 2010	NEW YORK	802.0	802.0
764	HOMEFIRST	Partial capitation	FEBRUARY 1, 2010	NEW YORK	3508.0	3508.0
766	INDEPENDENCE CARE SYSTEMS	Partial capitation	FEBRUARY 1, 2010	NEW YORK	1437.0	1437.0
768	PARTNERS IN COMMUNITY CARE	Partial capitation	FEBRUARY 1, 2010	ORANGE	182.0	314.0
769	PARTNERS IN COMMUNITY CARE	Partial capitation	FEBRUARY 1, 2010	ROCKLAND	132.0	314.0
771	SENIOR HEALTH PARTNERS INC	Partial capitation	FEBRUARY 1, 2010	NEW YORK	1955.0	1955.0
773	SENIOR NETWORK HEALTH	Partial capitation	FEBRUARY 1, 2010	HERKIMER	50.0	385.0
774	SENIOR NETWORK HEALTH	Partial capitation	FEBRUARY 1, 2010	ONEIDA	335.0	385.0
776	TOTAL AGING IN PLACE PROGRAM	Partial capitation	FEBRUARY 1, 2010	ERIE	143.0	143.0
778	VNS CHOICE	Partial capitation	FEBRUARY 1, 2010	NEW YORK	7865.0	7865.0
780	WELLCARE	Partial capitation	FEBRUARY 1, 2010	NEW YORK	738.0	738.0
795	ARCHCARE SENIOR LIFE	PACE plan	FEBRUARY 1, 2011	NEW YORK	119.0	119.0
797	CHS BUFFALO LIFE	PACE plan	FEBRUARY 1, 2011	ERIE	42.0	42.0
799	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2011	NASSAU	11.0	2558.0
800	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2011	NEW YORK	2322.0	2558.0
801	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2011	SUFFOLK	62.0	2558.0
802	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2011	WESTCHESTER	163.0	2558.0
804	EDDY SENIOR CARE	PACE plan	FEBRUARY 1, 2011	ALBANY	2.0	116.0
805	EDDY SENIOR CARE	PACE plan	FEBRUARY 1, 2011	SCHENECTADY	114.0	116.0
807	INDEPENDENT LIVING FOR SENIORS	PACE plan	FEBRUARY 1, 2011	MONROE	275.0	275.0
809	PACE CNY	PACE plan	FEBRUARY 1, 2011	CHAUTAUQUA	1.0	392.0
810	PACE CNY	PACE plan	FEBRUARY 1, 2011	ONONDAGA	390.0	392.0
811	PACE CNY	PACE plan	FEBRUARY 1, 2011	OSWEGO	1.0	392.0
813	TOTAL SENIOR CARE	PACE plan	FEBRUARY 1, 2011	ALLEGANY	3.0	61.0
814	TOTAL SENIOR CARE	PACE plan	FEBRUARY 1, 2011	CATTARAUGUS	58.0	61.0
819	AMERIGROUP	Partial capitation	FEBRUARY 1, 2011	NEW YORK	937.0	937.0
821	CCM SELECT	Partial capitation	FEBRUARY 1, 2011	NEW YORK	1877.0	1913.0
822	CCM SELECT	Partial capitation	FEBRUARY 1, 2011	WESTCHESTER	36.0	1913.0
824	ELANT	Partial capitation	FEBRUARY 1, 2011	ORANGE	115.0	149.0
825	ELANT	Partial capitation	FEBRUARY 1, 2011	ROCKLAND	34.0	149.0
827	ELDERPLAN	Partial capitation	FEBRUARY 1, 2011	NEW YORK	3580.0	3580.0
829	ELDERSERVE	Partial capitation	FEBRUARY 1, 2011	NASSAU	9.0	288.0
830	ELDERSERVE	Partial capitation	FEBRUARY 1, 2011	NEW YORK	267.0	288.0
831	ELDERSERVE	Partial capitation	FEBRUARY 1, 2011	SUFFOLK	1.0	288.0
832	ELDERSERVE	Partial capitation	FEBRUARY 1, 2011	WESTCHESTER	11.0	288.0
834	FIDELIS CARE AT HOME	Partial capitation	FEBRUARY 1, 2011	ORANGE	200.0	386.0
835	FIDELIS CARE AT HOME	Partial capitation	FEBRUARY 1, 2011	ROCKLAND	186.0	386.0
837	GUILDNET	Partial capitation	FEBRUARY 1, 2011	NASSAU	469.0	6243.0
838	GUILDNET	Partial capitation	FEBRUARY 1, 2011	NEW YORK	5394.0	6243.0
839	GUILDNET	Partial capitation	FEBRUARY 1, 2011	SUFFOLK	380.0	6243.0
841	HHH CHOICES	Partial capitation	FEBRUARY 1, 2011	NEW YORK	947.0	947.0
843	INDEPENDENCE CARE SYSTEMS	Partial capitation	FEBRUARY 1, 2011	NEW YORK	1634.0	1634.0
845	SENIOR HEALTH PARTNERS INC	Partial capitation	FEBRUARY 1, 2011	NEW YORK	2553.0	2553.0
847	SENIOR NETWORK HEALTH	Partial capitation	FEBRUARY 1, 2011	HERKIMER	51.0	381.0
848	SENIOR NETWORK HEALTH	Partial capitation	FEBRUARY 1, 2011	ONEIDA	330.0	381.0
850	TOTAL AGING IN PLACE PROGRAM	Partial capitation	FEBRUARY 1, 2011	ERIE	136.0	136.0
852	VNS CHOICE	Partial capitation	FEBRUARY 1, 2011	NEW YORK	8726.0	8726.0
854	WELLCARE	Partial capitation	FEBRUARY 1, 2011	NEW YORK	1267.0	1267.0
869	ARCHCARE SENIOR LIFE	PACE plan	FEBRUARY 1, 2012	NEW YORK	200.0	200.0
871	CHS BUFFALO LIFE	PACE plan	FEBRUARY 1, 2012	ERIE	83.0	83.0
873	COMPLETE SENIOR CARE	PACE plan	FEBRUARY 1, 2012	NIAGARA	26.0	26.0
875	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2012	NASSAU	21.0	2958.0
876	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2012	NEW YORK	2712.0	2958.0
877	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2012	SUFFOLK	67.0	2958.0
878	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2012	WESTCHESTER	158.0	2958.0
880	EDDY SENIOR CARE	PACE plan	FEBRUARY 1, 2012	ALBANY	2.0	117.0
881	EDDY SENIOR CARE	PACE plan	FEBRUARY 1, 2012	SCHENECTADY	115.0	117.0
883	INDEPENDENT LIVING FOR SENIORS	PACE plan	FEBRUARY 1, 2012	MONROE	290.0	290.0
885	PACE CNY	PACE plan	FEBRUARY 1, 2012	ONONDAGA	398.0	399.0
886	PACE CNY	PACE plan	FEBRUARY 1, 2012	OSWEGO	1.0	399.0
888	TOTAL SENIOR CARE	PACE plan	FEBRUARY 1, 2012	ALLEGANY	5.0	77.0
889	TOTAL SENIOR CARE	PACE plan	FEBRUARY 1, 2012	CATTARAUGUS	72.0	77.0
894	AMERIGROUP	Partial capitation	FEBRUARY 1, 2012	NEW YORK	1436.0	1436.0
896	CCM SELECT	Partial capitation	FEBRUARY 1, 2012	NEW YORK	3655.0	3694.0
897	CCM SELECT	Partial capitation	FEBRUARY 1, 2012	WESTCHESTER	39.0	3694.0
899	ELANT	Partial capitation	FEBRUARY 1, 2012	ORANGE	123.0	177.0
900	ELANT	Partial capitation	FEBRUARY 1, 2012	ROCKLAND	54.0	177.0
902	ELDERPLAN	Partial capitation	FEBRUARY 1, 2012	NEW YORK	4968.0	4968.0
904	ELDERSERVE	Partial capitation	FEBRUARY 1, 2012	NASSAU	35.0	4817.0
905	ELDERSERVE	Partial capitation	FEBRUARY 1, 2012	NEW YORK	4716.0	4817.0
906	ELDERSERVE	Partial capitation	FEBRUARY 1, 2012	SUFFOLK	16.0	4817.0
907	ELDERSERVE	Partial capitation	FEBRUARY 1, 2012	WESTCHESTER	50.0	4817.0
909	FIDELIS CARE AT HOME	Partial capitation	FEBRUARY 1, 2012	ORANGE	243.0	438.0
910	FIDELIS CARE AT HOME	Partial capitation	FEBRUARY 1, 2012	ROCKLAND	195.0	438.0
912	GUILDNET	Partial capitation	FEBRUARY 1, 2012	NASSAU	485.0	7672.0
913	GUILDNET	Partial capitation	FEBRUARY 1, 2012	NEW YORK	6747.0	7672.0
914	GUILDNET	Partial capitation	FEBRUARY 1, 2012	SUFFOLK	440.0	7672.0
916	HHH CHOICES	Partial capitation	FEBRUARY 1, 2012	NEW YORK	1288.0	1288.0
918	INDEPENDENCE CARE SYSTEMS	Partial capitation	FEBRUARY 1, 2012	NEW YORK	1994.0	1994.0
920	SENIOR HEALTH PARTNERS INC	Partial capitation	FEBRUARY 1, 2012	NEW YORK	3529.0	3529.0
922	SENIOR NETWORK HEALTH	Partial capitation	FEBRUARY 1, 2012	HERKIMER	47.0	387.0
923	SENIOR NETWORK HEALTH	Partial capitation	FEBRUARY 1, 2012	ONEIDA	340.0	387.0
925	TOTAL AGING IN PLACE PROGRAM	Partial capitation	FEBRUARY 1, 2012	ERIE	124.0	124.0
927	VNS CHOICE	Partial capitation	FEBRUARY 1, 2012	NEW YORK	10191.0	10191.0
929	WELLCARE	Partial capitation	FEBRUARY 1, 2012	NEW YORK	1970.0	1970.0
946	ARCHCARE SENIOR LIFE	PACE plan	FEBRUARY 1, 2013	NEW YORK	227.0	227.0
948	CHS BUFFALO LIFE	PACE plan	FEBRUARY 1, 2013	ERIE	113.0	113.0
950	COMPLETE SENIOR CARE	PACE plan	FEBRUARY 1, 2013	NIAGARA	64.0	64.0
952	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2013	NASSAU	27.0	3202.0
953	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2013	NEW YORK	2943.0	3202.0
954	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2013	SUFFOLK	67.0	3202.0
955	COMPREHENSIVE CARE MGMT 	PACE plan	FEBRUARY 1, 2013	WESTCHESTER	165.0	3202.0
957	EDDY SENIOR CARE	PACE plan	FEBRUARY 1, 2013	ALBANY	4.0	128.0
958	EDDY SENIOR CARE	PACE plan	FEBRUARY 1, 2013	SCHENECTADY	124.0	128.0
960	INDEPENDENT LIVING FOR SENIORS	PACE plan	FEBRUARY 1, 2013	MONROE	384.0	384.0
962	PACE CNY	PACE plan	FEBRUARY 1, 2013	ONONDAGA	422.0	423.0
963	PACE CNY	PACE plan	FEBRUARY 1, 2013	OSWEGO	1.0	423.0
965	TOTAL SENIOR CARE	PACE plan	FEBRUARY 1, 2013	ALLEGANY	9.0	90.0
966	TOTAL SENIOR CARE	PACE plan	FEBRUARY 1, 2013	CATTARAUGUS	81.0	90.0
971	AETNA BETTER HEALTH	Partial capitation	FEBRUARY 1, 2013	NASSAU	3.0	151.0
972	AETNA BETTER HEALTH	Partial capitation	FEBRUARY 1, 2013	NEW YORK	128.0	151.0
973	AETNA BETTER HEALTH	Partial capitation	FEBRUARY 1, 2013	SUFFOLK	20.0	151.0
975	AGEWELL NEW YORK	Partial capitation	FEBRUARY 1, 2013	NASSAU	37.0	267.0
976	AGEWELL NEW YORK	Partial capitation	FEBRUARY 1, 2013	NEW YORK	226.0	267.0
977	AGEWELL NEW YORK	Partial capitation	FEBRUARY 1, 2013	SUFFOLK	3.0	267.0
978	AGEWELL NEW YORK	Partial capitation	FEBRUARY 1, 2013	WESTCHESTER	1.0	267.0
980	AMERIGROUP	Partial capitation	FEBRUARY 1, 2013	NEW YORK	2637.0	2637.0
982	ARCHCARE COMMUNITY LIFE	Partial capitation	FEBRUARY 1, 2013	NEW YORK	27.0	137.0
983	ARCHCARE COMMUNITY LIFE	Partial capitation	FEBRUARY 1, 2013	WESTCHESTER	110.0	137.0
985	CCM SELECT	Partial capitation	FEBRUARY 1, 2013	NASSAU	1.0	7308.0
986	CCM SELECT	Partial capitation	FEBRUARY 1, 2013	NEW YORK	7046.0	7308.0
987	CCM SELECT	Partial capitation	FEBRUARY 1, 2013	ROCKLAND	129.0	7308.0
988	CCM SELECT	Partial capitation	FEBRUARY 1, 2013	SUFFOLK	2.0	7308.0
989	CCM SELECT	Partial capitation	FEBRUARY 1, 2013	WESTCHESTER	130.0	7308.0
991	CENTERS PLAN FOR HEALTHY LIVING	Partial capitation	FEBRUARY 1, 2013	NEW YORK	1.0	1.0
993	ELANT	Partial capitation	FEBRUARY 1, 2013	DUTCHESS	25.0	283.0
994	ELANT	Partial capitation	FEBRUARY 1, 2013	ORANGE	140.0	283.0
995	ELANT	Partial capitation	FEBRUARY 1, 2013	ROCKLAND	118.0	283.0
997	ELDERPLAN	Partial capitation	FEBRUARY 1, 2013	MONROE	40.0	7294.0
998	ELDERPLAN	Partial capitation	FEBRUARY 1, 2013	NASSAU	6.0	7294.0
999	ELDERPLAN	Partial capitation	FEBRUARY 1, 2013	NEW YORK	7127.0	7294.0
1000	ELDERPLAN	Partial capitation	FEBRUARY 1, 2013	WESTCHESTER	121.0	7294.0
1002	ELDERSERVE	Partial capitation	FEBRUARY 1, 2013	NASSAU	40.0	7762.0
1003	ELDERSERVE	Partial capitation	FEBRUARY 1, 2013	NEW YORK	7597.0	7762.0
1004	ELDERSERVE	Partial capitation	FEBRUARY 1, 2013	SUFFOLK	21.0	7762.0
1005	ELDERSERVE	Partial capitation	FEBRUARY 1, 2013	WESTCHESTER	104.0	7762.0
1007	FIDELIS CARE AT HOME	Partial capitation	FEBRUARY 1, 2013	ALBANY	35.0	3609.0
